,Unnamed: 0_x,code,protest,revolution,riots,strike,unrest,violence,date,geo_x,country_x,country_code,Unnamed: 0_y,Country,Time,BN.CAB.XOKA.GD.ZS,BX.KLT.DINV.WD.GD.ZS,EG.CFT.ACCS.ZS,EG.ELC.ACCS.ZS,EN.ATM.CO2E.PP.GD.KD,EN.POP.DNST,EN.POP.SLUM.UR.ZS,EN.URB.LCTY,EN.URB.MCTY.TL.ZS,FR.INR.LNDP,FR.INR.RINR,FX.OWN.TOTL.40.ZS,GC.DOD.TOTL.GD.ZS,GC.TAX.TOTL.GD.ZS,GC.XPN.INTP.RV.ZS,MS.MIL.XPND.GD.ZS,NY.GDP.DEFL.KD.ZG,NY.GDP.MKTP.KD,NY.GDP.PCAP.KD,PA.NUS.FCRF,PA.NUS.PPPC.RF,PX.REX.REER,SE.ADT.1524.LT.FM.ZS,SE.ADT.1524.LT.ZS,SE.ADT.LITR.ZS,SE.ENR.PRSC.FM.ZS,SE.TER.CUAT.BA.FE.ZS,SE.TER.CUAT.BA.MA.ZS,SE.TER.CUAT.BA.ZS,SH.H2O.BASW.ZS,SH.MED.BEDS.ZS,SH.MED.CMHW.P3,SH.MED.NUMW.P3,SH.MED.PHYS.ZS,SH.STA.BASS.ZS,SH.XPD.CHEX.PP.CD,SI.DST.10TH.10,SI.DST.FRST.10,SI.POV.GINI,SI.POV.LMIC.GP,SI.POV.MDIM,SI.POV.MDIM.IT,SI.POV.MDIM.XQ,SL.UEM.1524.FE.ZS,SL.UEM.1524.MA.ZS,SL.UEM.INTM.ZS,SL.UEM.TOTL.ZS,SL.WAG.0714.ZS,SM.POP.TOTL.ZS,SN.ITK.MSFI.ZS,SP.DYN.LE00.FE.IN,SP.DYN.LE00.MA.IN,SP.URB.TOTL.IN.ZS,ST.INT.ARVL,ST.INT.DPRT,geo_y,economy,Unnamed: 0,iso3,country_y,year,month,unrest_index
10,4186,2016-11-01/BH,2.0,10.0,0.0,12.0,0.0,7.0,2016-11-01,BH,Bahrain,BHR,2850,Bahrain,2016-11-01,-3.342560081669839,0.4364661242823635,100.0,100.0,0.4549873439143663,1775.3053889976056,,456720.0,,4.1675,15.8862914503003,81.03,29.3985591955441,4.21684066611925,3.4335727109515304,4.6489454912195205,-5.295808727917794,31510980586.37176,22801.8347186742,0.3759999999999999,0.5001158763964971,107.09158221417324,1.0,100.0,92.3000030517578,1.007467528184253,13.914028008778873,10.277362902959174,11.48044236501058,100.0,1.925,,2.4944,0.9257,100.0,2232.4989827491668,,,,,,,,12.667750199635847,2.793083369731903,1.5399999618530298,1.190333346525826,,51.12678500505001,,80.92041666666667,78.39200000000001,89.03691666666667,9873333.333333334,4137666.6666666665,BH,BHR,1029,BHR,Bahrain,2016,11,0.1068280359660483
11,4187,2016-12-01/BH,1.0,10.0,0.0,14.0,0.0,5.0,2016-12-01,BH,Bahrain,BHR,2851,Bahrain,2016-12-01,-3.526630696251725,0.481960777142509,100.0,100.0,0.453319346749828,1780.2014282367152,,459877.0,,4.1675,15.8862914503003,81.02999999999999,29.39855919554409,4.21684066611925,3.4335727109515304,4.65215911637077,-4.503939090455192,31603049044.07165,22803.1118908768,0.376,0.500813998440479,107.35986095938748,1.0,100.0,92.3000030517578,1.008535027503965,14.528149604797347,10.57069540023802,11.880664825439457,100.0,1.92,,2.4944,0.9257,100.0,2224.427001955,,,,,,,,12.6785001754761,2.8005000352859497,1.53999996185303,1.189000010490415,,51.12678500505001,,80.93650000000001,78.402,89.04449999999999,9914000.0,4017000.0,BH,BHR,1043,BHR,Bahrain,2016,12,0.1605305241505508
12,4188,2017-01-01/BH,4.0,19.0,11.0,14.0,0.0,3.0,2017-01-01,BH,Bahrain,BHR,2852,Bahrain,2017-01-01,-3.710701310833611,0.5274554300026545,100.0,100.0,0.4516513495852896,1785.0974674758245,,463034.0,,4.1675,15.8862914503003,81.03,29.3985591955441,4.21684066611925,3.4335727109515304,4.65537274152202,-3.712069452992591,31695117501.771545,22804.3890630794,0.3759999999999999,0.5015121204844607,107.62813970460174,1.0,100.0,92.3000030517578,1.0096025268236777,15.142271200815824,10.864027897516868,12.28088728586833,100.0,1.915,,2.4944,0.9257,100.0,2216.355021160833,,,,,,,,12.689250151316353,2.8079167008399963,1.53999996185303,1.1876666744550042,,51.12678500505001,,80.95258333333334,78.412,89.05208333333333,9954666.666666666,3896333.3333333335,BH,BHR,1057,BHR,Bahrain,2017,1,0.3852653172038652
13,4189,2017-02-01/BH,1.0,16.0,11.0,9.0,0.0,8.0,2017-02-01,BH,Bahrain,BHR,2853,Bahrain,2017-02-01,-3.894771925415497,0.5729500828628,100.0,100.0,0.4499833524207513,1789.9935067149331,,466191.0,,4.1675,15.8862914503003,81.03,29.39855919554409,4.21684066611925,3.4335727109515304,4.65858636667327,-2.9201998155299886,31787185959.47144,22805.666235282,0.3759999999999999,0.5022102425284426,107.896418449816,1.0,100.0,92.3000030517578,1.01067002614339,15.7563927968343,11.157360394795711,12.681109746297205,100.0,1.91,,2.4944,0.9257,100.0,2208.2830403666667,,,,,,,,12.7000001271566,2.815333366394043,1.53999996185303,1.186333338419593,,51.12678500505001,,80.96866666666666,78.42200000000001,89.05966666666666,9995333.333333334,3775666.6666666665,BH,BHR,1071,BHR,Bahrain,2017,2,0.2581177252593907
14,4190,2017-03-01/BH,1.0,17.0,0.0,14.0,0.0,0.0,2017-03-01,BH,Bahrain,BHR,2854,Bahrain,2017-03-01,-4.078842539997382,0.6184447357229456,100.0,100.0,0.4483153552562129,1794.8895459540424,,469348.0,,4.1675,15.8862914503003,81.03,29.3985591955441,4.21684066611925,3.43357271095153,4.6617999918245205,-2.128330178067388,31879254417.17133,22806.9434074846,0.376,0.5029083645724245,108.16469719503024,1.0,100.0,92.3000030517578,1.0117375254631025,16.370514392852776,11.450692892074562,13.081332206726076,100.0,1.905,,2.4944,0.9257,100.0,2200.2110595725003,,,,,,,,12.71075010299685,2.82275003194809,1.5399999618530298,1.1850000023841825,,51.12678500505,,80.98475,78.432,89.06725,10036000.0,3655000.0,BH,BHR,1085,BHR,Bahrain,2017,3,0.2886915685575064
15,4191,2017-04-01/BH,0.0,12.0,0.0,8.0,0.0,4.0,2017-04-01,BH,Bahrain,BHR,2855,Bahrain,2017-04-01,-4.262913154579268,0.6639393885830911,100.0,100.0,0.4466473580916746,1799.7855851931515,,472505.0,,4.1675,15.8862914503003,81.02999999999999,29.3985591955441,4.21684066611925,3.43357271095153,4.66501361697577,-1.3364605406047858,31971322874.871216,22808.2205796872,0.3759999999999999,0.5036064866164063,108.43297594024448,1.0,100.0,92.3000030517578,1.012805024782815,16.98463598887125,11.744025389353409,13.48155466715495,100.0,1.9,,2.4944,0.9257,100.0,2192.139078778333,,,,,,,,12.7215000788371,2.8301666975021367,1.53999996185303,1.1836666663487716,,51.12678500505,,81.00083333333333,78.442,89.07483333333333,10076666.666666666,3534333.333333333,BH,BHR,1100,BHR,Bahrain,2017,4,0.116160141705454
16,4192,2017-05-01/BH,1.0,16.0,7.0,7.0,0.0,3.0,2017-05-01,BH,Bahrain,BHR,2856,Bahrain,2017-05-01,-4.446983769161154,0.7094340414432366,100.0,100.0,0.4449793609271363,1804.6816244322608,,475662.0,,4.1675,15.8862914503003,81.03,29.3985591955441,4.21684066611925,3.43357271095153,4.66822724212702,-0.5445909031421845,32063391332.571102,22809.4977518898,0.376,0.5043046086603881,108.70125468545876,1.0,100.0,92.3000030517578,1.0138725241025277,17.598757584889725,12.037357886632256,13.881777127583826,100.0,1.895,,2.4944,0.9257,100.0,2184.0670979841666,,,,,,,,12.732250054677351,2.8375833630561837,1.53999996185303,1.1823333303133607,,51.12678500505,,81.01691666666666,78.452,89.08241666666667,10117333.333333334,3413666.6666666665,BH,BHR,1115,BHR,Bahrain,2017,5,0.5779463633222908
17,4193,2017-06-01/BH,1.0,7.0,5.0,15.0,0.0,6.0,2017-06-01,BH,Bahrain,BHR,2857,Bahrain,2017-06-01,-4.63105438374304,0.7549286943033819,100.0,100.0,0.443311363762598,1809.57766367137,,478819.0,,4.1675,15.8862914503003,81.03,29.3985591955441,4.21684066611925,3.43357271095153,4.67144086727827,0.247278734320417,32155459790.271,22810.7749240924,0.376,0.50500273070437,108.96953343067298,1.0,100.0,92.3000030517578,1.01494002342224,18.2128791809082,12.3306903839111,14.2819995880127,100.0,1.89,,2.4944,0.9257,100.0,2175.9951171900007,,,,,,,,12.743000030517598,2.84500002861023,1.53999996185303,1.18099999427795,,51.12678500505,,81.033,78.462,89.08999999999999,10158000.0,3293000.0,BH,BHR,1130,BHR,Bahrain,2017,6,0.2000304231436805
18,4194,2017-07-01/BH,0.0,4.0,0.0,8.0,0.0,6.0,2017-07-01,BH,Bahrain,BHR,2858,Bahrain,2017-07-01,-4.620941456216049,0.8139115271506676,100.0,100.0,0.4420485913861358,1814.4241831517477,,482247.25,,4.1675,15.886291450300298,80.59583333333335,29.39855919554409,4.21684066611925,3.43357271095153,4.6437187375437246,0.6866459581551139,32270441009.466427,22828.14832564049,0.3759999999999999,0.5043902936398152,109.00732002392084,1.0,100.0,92.3000030517578,1.014860858519871,18.2789184252421,12.316650390624966,14.286817153294884,100.0,1.8775,,2.4944,0.9257,100.0,2183.2249348983337,,,,,,,,12.760999997456892,2.854833364486695,1.5399999618530298,1.1799999972184458,,51.12678500505,,81.03991666666667,78.4745,89.098,10259333.333333334,3279916.6666666665,BH,BHR,1145,BHR,Bahrain,2017,7,0.1591781170272979
19,4195,2017-08-01/BH,0.0,13.0,0.0,9.0,0.0,10.0,2017-08-01,BH,Bahrain,BHR,2859,Bahrain,2017-08-01,-4.610828528689059,0.8728943599979534,100.0,100.0,0.4407858190096736,1819.270702632125,,485675.5,,4.1675,15.8862914503003,80.16166666666668,29.3985591955441,4.21684066611925,3.43357271095153,4.61599660780918,1.126013181989811,32385422228.66185,22845.52172718858,0.376,0.5037778565752605,109.04510661716866,1.0,100.0,92.3000030517578,1.0147816936175016,18.344957669576,12.302610397338832,14.291634718577066,100.0,1.865,,2.4944,0.9257,100.0,2190.4547526066667,,,,,,,,12.778999964396183,2.86466670036316,1.53999996185303,1.1790000001589418,,51.12678500505,,81.04683333333334,78.48700000000001,89.10600000000001,10360666.666666666,3266833.333333333,BH,BHR,1160,BHR,Bahrain,2017,8,0.1108957859000381
20,4196,2017-09-01/BH,1.0,20.0,6.0,11.0,2.0,10.0,2017-09-01,BH,Bahrain,BHR,2860,Bahrain,2017-09-01,-4.60071560116207,0.9318771928452392,100.0,100.0,0.4395230466332115,1824.1172221125023,,489103.75,,4.1675,15.8862914503003,79.7275,29.39855919554409,4.21684066611925,3.43357271095153,4.588274478074635,1.5653804058245075,32500403447.85728,22862.89512873668,0.3759999999999999,0.5031654195107057,109.0828932104165,1.0,100.0,92.3000030517578,1.0147025287151326,18.410996913909894,12.2885704040527,14.296452283859251,100.0,1.8525,,2.4944,0.9257,100.0,2197.684570315,,,,,,,,12.796999931335472,2.8745000362396254,1.53999996185303,1.1780000030994378,,51.12678500505,,81.05375,78.4995,89.11400000000002,10462000.0,3253750.0,BH,BHR,1174,BHR,Bahrain,2017,9,0.0804192788212258
21,4197,2017-10-01/BH,0.0,16.0,3.0,8.0,0.0,0.0,2017-10-01,BH,Bahrain,BHR,2861,Bahrain,2017-10-01,-4.59060267363508,0.9908600256925248,100.0,100.0,0.4382602742567493,1828.96374159288,,492532.0,,4.1675,15.886291450300298,79.29333333333334,29.3985591955441,4.21684066611925,3.43357271095153,4.5605523483400905,2.0047476296592044,32615384667.052704,22880.268530284764,0.3759999999999999,0.5025529824461509,109.12067980366434,1.0,100.0,92.3000030517578,1.0146233638127635,18.4770361582438,12.274530410766566,14.301269849141434,100.0,1.84,,2.4944,0.9257,100.0,2204.9143880233337,,,,,,,,12.814999898274769,2.88433337211609,1.53999996185303,1.1770000060399337,,51.12678500505,,81.06066666666668,78.512,89.122,10563333.333333334,3240666.6666666665,BH,BHR,1188,BHR,Bahrain,2017,10,0.0730511722396179
22,4198,2017-11-01/BH,1.0,18.0,0.0,15.0,0.0,14.0,2017-11-01,BH,Bahrain,BHR,2862,Bahrain,2017-11-01,-4.58048974610809,1.0498428585398103,100.0,100.0,0.4369975018802871,1833.8102610732576,,495960.25,,4.1675,15.8862914503003,78.85916666666667,29.3985591955441,4.21684066611925,3.43357271095153,4.532830218605546,2.444114853493901,32730365886.248123,22897.64193183285,0.376,0.5019405453815962,109.15846639691216,1.0,100.0,92.3000030517578,1.014544198910394,18.543075402577703,12.260490417480437,14.306087414423615,100.0,1.8275,,2.4944,0.9257,100.0,2212.1442057316667,,,,,,,,12.832999865214058,2.894166707992555,1.5399999618530298,1.1760000089804292,,51.12678500505,,81.06758333333333,78.5245,89.13,10664666.666666666,3227583.333333333,BH,BHR,1201,BHR,Bahrain,2017,11,0.100689609941764
23,4199,2017-12-01/BH,0.0,19.0,0.0,6.0,0.0,6.0,2017-12-01,BH,Bahrain,BHR,2863,Bahrain,2017-12-01,-4.5703768185811,1.108825691387096,100.0,100.0,0.435734729503825,1838.656780553635,,499388.5,,4.1675,15.8862914503003,78.425,29.3985591955441,4.21684066611925,3.43357271095153,4.505108088871,2.883482077328598,32845347105.443542,22915.015333380947,0.3759999999999999,0.5013281083170414,109.19625299016,1.0,100.0,92.3000030517578,1.014465034008025,18.6091146469116,12.2464504241943,14.310904979705798,100.0,1.815,,2.4944,0.9257,100.0,2219.37402344,,,,,,,,12.850999832153349,2.90400004386902,1.53999996185303,1.1750000119209252,,51.12678500505,,81.0745,78.53699999999999,89.13800000000002,10766000.0,3214500.0,BH,BHR,1215,BHR,Bahrain,2017,12,0.1408403074586889
24,4200,2018-01-01/BH,2.0,14.0,8.0,11.0,0.0,11.0,2018-01-01,BH,Bahrain,BHR,2864,Bahrain,2018-01-01,-4.56026389105411,1.167808524234382,100.0,100.0,0.4344719571273628,1843.5033000340125,,502816.75,,4.1675,15.886291450300298,77.99083333333333,29.3985591955441,4.21684066611925,3.43357271095153,4.477385959136455,3.322849301163295,32960328324.638973,22932.38873492904,0.376,0.5007156712524867,109.23403958340784,1.0,100.0,92.3000030517578,1.0143858691056558,18.6751538912455,12.232410430908168,14.315722544987985,100.0,1.8025,,2.4944,0.9257,100.0,2226.6038411483337,,,,,,,,12.86899979909264,2.9138333797454847,1.53999996185303,1.174000014861421,,51.12678500505,,81.08141666666667,78.5495,89.14600000000002,10867333.333333334,3201416.6666666665,BH,BHR,1230,BHR,Bahrain,2018,1,0.0936303409212727
25,4201,2018-02-01/BH,0.0,7.0,0.0,9.0,0.0,13.0,2018-02-01,BH,Bahrain,BHR,2865,Bahrain,2018-02-01,-4.55015096352712,1.2267913570816675,100.0,100.0,0.4332091847509007,1848.34981951439,,506245.0,,4.1675,15.8862914503003,77.55666666666666,29.39855919554409,4.21684066611925,3.43357271095153,4.44966382940191,3.762216524997992,33075309543.8344,22949.762136477133,0.376,0.500103234187932,109.27182617665568,1.0,100.0,92.3000030517578,1.0143067042032865,18.7411931355794,12.218370437622031,14.320540110270166,100.0,1.79,,2.4944,0.9257,100.0,2233.833658856667,,,,,,,,12.886999766031932,2.92366671562195,1.53999996185303,1.1730000178019169,,51.12678500505,,81.08833333333332,78.562,89.154,10968666.666666666,3188333.333333333,BH,BHR,1245,BHR,Bahrain,2018,2,0.1326038542432618
26,4202,2018-03-01/BH,0.0,10.0,6.0,8.0,0.0,6.0,2018-03-01,BH,Bahrain,BHR,2866,Bahrain,2018-03-01,-4.54003803600013,1.285774189928953,100.0,100.0,0.4319464123744385,1853.1963389947675,,509673.25,,4.1675,15.8862914503003,77.1225,29.3985591955441,4.21684066611925,3.4335727109515304,4.421941699667365,4.201583748832689,33190290763.029827,22967.135538025224,0.3759999999999999,0.4994907971233772,109.3096127699035,1.0,100.0,92.3000030517578,1.0142275393009177,18.807232379913295,12.2043304443359,14.325357675552349,100.0,1.7775,,2.4944,0.9257,100.0,2241.063476565,,,,,,,,12.904999732971223,2.933500051498415,1.5399999618530298,1.1720000207424126,,51.12678500505001,,81.09525000000001,78.5745,89.16199999999999,11070000.0,3175250.0,BH,BHR,1259,BHR,Bahrain,2018,3,0.113224029631748
27,4203,2018-04-01/BH,1.0,10.0,0.0,4.0,1.0,12.0,2018-04-01,BH,Bahrain,BHR,2867,Bahrain,2018-04-01,-4.52992510847314,1.3447570227762384,100.0,100.0,0.4306836399979763,1858.042858475145,,513101.5,,4.1675,15.8862914503003,76.68833333333333,29.39855919554409,4.21684066611925,3.4335727109515304,4.39421956993282,4.640950972667386,33305271982.22525,22984.50893957332,0.376,0.4988783600588224,109.34739936315134,1.0,100.0,92.3000030517578,1.0141483743985482,18.8732716242472,12.190290451049767,14.330175240834532,100.0,1.765,,2.4944,0.9257,100.0,2248.2932942733337,,,,,,,,12.922999699910518,2.94333338737488,1.53999996185303,1.1710000236829083,,51.12678500505001,,81.10216666666666,78.587,89.17000000000002,11171333.333333334,3162166.6666666665,BH,BHR,1273,BHR,Bahrain,2018,4,0.1186160322736645
