,Unnamed: 0_x,date,hits,keyword,geo_x,month_x,year_x,country_x,country_code,Unnamed: 0_y,Country,Time,BN.CAB.XOKA.GD.ZS,BX.KLT.DINV.WD.GD.ZS,EG.CFT.ACCS.ZS,EG.ELC.ACCS.ZS,EN.ATM.CO2E.PP.GD.KD,EN.POP.DNST,EN.POP.SLUM.UR.ZS,EN.URB.LCTY,EN.URB.MCTY.TL.ZS,FR.INR.LNDP,FR.INR.RINR,FX.OWN.TOTL.40.ZS,GC.DOD.TOTL.GD.ZS,GC.TAX.TOTL.GD.ZS,GC.XPN.INTP.RV.ZS,MS.MIL.XPND.GD.ZS,NY.GDP.DEFL.KD.ZG,NY.GDP.MKTP.KD,NY.GDP.PCAP.KD,PA.NUS.FCRF,PA.NUS.PPPC.RF,PX.REX.REER,SE.ADT.1524.LT.FM.ZS,SE.ADT.1524.LT.ZS,SE.ADT.LITR.ZS,SE.ENR.PRSC.FM.ZS,SE.TER.CUAT.BA.FE.ZS,SE.TER.CUAT.BA.MA.ZS,SE.TER.CUAT.BA.ZS,SH.H2O.BASW.ZS,SH.MED.BEDS.ZS,SH.MED.CMHW.P3,SH.MED.NUMW.P3,SH.MED.PHYS.ZS,SH.STA.BASS.ZS,SH.XPD.CHEX.PP.CD,SI.DST.10TH.10,SI.DST.FRST.10,SI.POV.GINI,SI.POV.LMIC.GP,SI.POV.MDIM,SI.POV.MDIM.IT,SI.POV.MDIM.XQ,SL.UEM.1524.FE.ZS,SL.UEM.1524.MA.ZS,SL.UEM.INTM.ZS,SL.UEM.TOTL.ZS,SL.WAG.0714.ZS,SM.POP.TOTL.ZS,SN.ITK.MSFI.ZS,SP.DYN.LE00.FE.IN,SP.DYN.LE00.MA.IN,SP.URB.TOTL.IN.ZS,ST.INT.ARVL,ST.INT.DPRT,geo_y,economy,Unnamed: 0,iso3,country_y,year_y,month_y,unrest_index
0,2378,2010-07-01,0.0,protest,DZ,7,2010,Algeria,DZA,242,Algeria,2010-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,479,DZA,Algeria,2010,7,0.024870559307213
1,2608,2010-07-01,5.0,revolution,DZ,7,2010,Algeria,DZA,242,Algeria,2010-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,479,DZA,Algeria,2010,7,0.024870559307213
2,2838,2010-07-01,0.0,riots,DZ,7,2010,Algeria,DZA,242,Algeria,2010-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,479,DZA,Algeria,2010,7,0.024870559307213
3,3068,2010-07-01,33.0,strike,DZ,7,2010,Algeria,DZA,242,Algeria,2010-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,479,DZA,Algeria,2010,7,0.024870559307213
4,3298,2010-07-01,0.0,violence,DZ,7,2010,Algeria,DZA,242,Algeria,2010-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,479,DZA,Algeria,2010,7,0.024870559307213
5,3528,2010-07-01,4.0,unrest,DZ,7,2010,Algeria,DZA,242,Algeria,2010-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,479,DZA,Algeria,2010,7,0.024870559307213
6,2379,2010-08-01,0.0,protest,DZ,8,2010,Algeria,DZA,243,Algeria,2010-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,483,DZA,Algeria,2010,8,0.0253582173328446
7,2609,2010-08-01,4.0,revolution,DZ,8,2010,Algeria,DZA,243,Algeria,2010-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,483,DZA,Algeria,2010,8,0.0253582173328446
8,2839,2010-08-01,0.0,riots,DZ,8,2010,Algeria,DZA,243,Algeria,2010-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,483,DZA,Algeria,2010,8,0.0253582173328446
9,3069,2010-08-01,34.0,strike,DZ,8,2010,Algeria,DZA,243,Algeria,2010-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,483,DZA,Algeria,2010,8,0.0253582173328446
10,3299,2010-08-01,6.0,violence,DZ,8,2010,Algeria,DZA,243,Algeria,2010-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,483,DZA,Algeria,2010,8,0.0253582173328446
11,3529,2010-08-01,0.0,unrest,DZ,8,2010,Algeria,DZA,243,Algeria,2010-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,483,DZA,Algeria,2010,8,0.0253582173328446
12,2380,2010-09-01,6.0,protest,DZ,9,2010,Algeria,DZA,244,Algeria,2010-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,488,DZA,Algeria,2010,9,0.0131667666920539
13,2610,2010-09-01,5.0,revolution,DZ,9,2010,Algeria,DZA,244,Algeria,2010-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,488,DZA,Algeria,2010,9,0.0131667666920539
14,2840,2010-09-01,9.0,riots,DZ,9,2010,Algeria,DZA,244,Algeria,2010-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,488,DZA,Algeria,2010,9,0.0131667666920539
15,3070,2010-09-01,25.0,strike,DZ,9,2010,Algeria,DZA,244,Algeria,2010-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,488,DZA,Algeria,2010,9,0.0131667666920539
16,3300,2010-09-01,7.0,violence,DZ,9,2010,Algeria,DZA,244,Algeria,2010-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,488,DZA,Algeria,2010,9,0.0131667666920539
17,3530,2010-09-01,0.0,unrest,DZ,9,2010,Algeria,DZA,244,Algeria,2010-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,488,DZA,Algeria,2010,9,0.0131667666920539
18,2381,2010-10-01,0.0,protest,DZ,10,2010,Algeria,DZA,245,Algeria,2010-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,492,DZA,Algeria,2010,10,0.0659639377551046
19,2611,2010-10-01,3.0,revolution,DZ,10,2010,Algeria,DZA,245,Algeria,2010-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,492,DZA,Algeria,2010,10,0.0659639377551046
20,2841,2010-10-01,0.0,riots,DZ,10,2010,Algeria,DZA,245,Algeria,2010-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,492,DZA,Algeria,2010,10,0.0659639377551046
21,3071,2010-10-01,18.0,strike,DZ,10,2010,Algeria,DZA,245,Algeria,2010-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,492,DZA,Algeria,2010,10,0.0659639377551046
22,3301,2010-10-01,3.0,violence,DZ,10,2010,Algeria,DZA,245,Algeria,2010-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,492,DZA,Algeria,2010,10,0.0659639377551046
23,3531,2010-10-01,0.0,unrest,DZ,10,2010,Algeria,DZA,245,Algeria,2010-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,492,DZA,Algeria,2010,10,0.0659639377551046
24,2382,2010-11-01,0.0,protest,DZ,11,2010,Algeria,DZA,246,Algeria,2010-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,497,DZA,Algeria,2010,11,0.0369644783428774
25,2612,2010-11-01,6.0,revolution,DZ,11,2010,Algeria,DZA,246,Algeria,2010-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,497,DZA,Algeria,2010,11,0.0369644783428774
26,2842,2010-11-01,0.0,riots,DZ,11,2010,Algeria,DZA,246,Algeria,2010-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,497,DZA,Algeria,2010,11,0.0369644783428774
27,3072,2010-11-01,10.0,strike,DZ,11,2010,Algeria,DZA,246,Algeria,2010-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,497,DZA,Algeria,2010,11,0.0369644783428774
28,3302,2010-11-01,10.0,violence,DZ,11,2010,Algeria,DZA,246,Algeria,2010-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,497,DZA,Algeria,2010,11,0.0369644783428774
29,3532,2010-11-01,4.0,unrest,DZ,11,2010,Algeria,DZA,246,Algeria,2010-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,497,DZA,Algeria,2010,11,0.0369644783428774
30,2383,2010-12-01,1.0,protest,DZ,12,2010,Algeria,DZA,247,Algeria,2010-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,501,DZA,Algeria,2010,12,0.0878153964824798
31,2613,2010-12-01,5.0,revolution,DZ,12,2010,Algeria,DZA,247,Algeria,2010-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,501,DZA,Algeria,2010,12,0.0878153964824798
32,2843,2010-12-01,0.0,riots,DZ,12,2010,Algeria,DZA,247,Algeria,2010-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,501,DZA,Algeria,2010,12,0.0878153964824798
33,3073,2010-12-01,23.0,strike,DZ,12,2010,Algeria,DZA,247,Algeria,2010-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,501,DZA,Algeria,2010,12,0.0878153964824798
34,3303,2010-12-01,5.0,violence,DZ,12,2010,Algeria,DZA,247,Algeria,2010-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,501,DZA,Algeria,2010,12,0.0878153964824798
35,3533,2010-12-01,4.0,unrest,DZ,12,2010,Algeria,DZA,247,Algeria,2010-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,501,DZA,Algeria,2010,12,0.0878153964824798
36,2384,2011-01-01,0.5,protest,DZ,1,2011,Algeria,DZA,248,Algeria,2011-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,506,DZA,Algeria,2011,1,2.698553620426944
37,2614,2011-01-01,11.0,revolution,DZ,1,2011,Algeria,DZA,248,Algeria,2011-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,506,DZA,Algeria,2011,1,2.698553620426944
38,2844,2011-01-01,4.0,riots,DZ,1,2011,Algeria,DZA,248,Algeria,2011-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,506,DZA,Algeria,2011,1,2.698553620426944
39,3074,2011-01-01,21.0,strike,DZ,1,2011,Algeria,DZA,248,Algeria,2011-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,506,DZA,Algeria,2011,1,2.698553620426944
40,3304,2011-01-01,12.0,violence,DZ,1,2011,Algeria,DZA,248,Algeria,2011-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,506,DZA,Algeria,2011,1,2.698553620426944
41,3534,2011-01-01,0.0,unrest,DZ,1,2011,Algeria,DZA,248,Algeria,2011-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,506,DZA,Algeria,2011,1,2.698553620426944
42,2385,2011-02-01,0.0,protest,DZ,2,2011,Algeria,DZA,249,Algeria,2011-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,512,DZA,Algeria,2011,2,3.126085509440504
43,2615,2011-02-01,17.0,revolution,DZ,2,2011,Algeria,DZA,249,Algeria,2011-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,512,DZA,Algeria,2011,2,3.126085509440504
44,2845,2011-02-01,0.0,riots,DZ,2,2011,Algeria,DZA,249,Algeria,2011-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,512,DZA,Algeria,2011,2,3.126085509440504
45,3075,2011-02-01,24.0,strike,DZ,2,2011,Algeria,DZA,249,Algeria,2011-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,512,DZA,Algeria,2011,2,3.126085509440504
46,3305,2011-02-01,12.0,violence,DZ,2,2011,Algeria,DZA,249,Algeria,2011-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,512,DZA,Algeria,2011,2,3.126085509440504
47,3535,2011-02-01,2.0,unrest,DZ,2,2011,Algeria,DZA,249,Algeria,2011-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,512,DZA,Algeria,2011,2,3.126085509440504
48,2386,2011-03-01,0.0,protest,DZ,3,2011,Algeria,DZA,250,Algeria,2011-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,518,DZA,Algeria,2011,3,0.3776542117407421
49,2616,2011-03-01,11.0,revolution,DZ,3,2011,Algeria,DZA,250,Algeria,2011-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,518,DZA,Algeria,2011,3,0.3776542117407421
50,2846,2011-03-01,0.0,riots,DZ,3,2011,Algeria,DZA,250,Algeria,2011-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,518,DZA,Algeria,2011,3,0.3776542117407421
51,3076,2011-03-01,29.0,strike,DZ,3,2011,Algeria,DZA,250,Algeria,2011-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,518,DZA,Algeria,2011,3,0.3776542117407421
52,3306,2011-03-01,7.0,violence,DZ,3,2011,Algeria,DZA,250,Algeria,2011-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,518,DZA,Algeria,2011,3,0.3776542117407421
53,3536,2011-03-01,2.0,unrest,DZ,3,2011,Algeria,DZA,250,Algeria,2011-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,518,DZA,Algeria,2011,3,0.3776542117407421
54,2387,2011-04-01,0.5,protest,DZ,4,2011,Algeria,DZA,251,Algeria,2011-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,524,DZA,Algeria,2011,4,0.3326312640720614
55,2617,2011-04-01,20.0,revolution,DZ,4,2011,Algeria,DZA,251,Algeria,2011-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DZ,DZA,524,DZA,Algeria,2011,4,0.3326312640720614
