,region,iso3,country,year,month,unrest_index
17404,Eastern Africa,ERI,Eritrea,2002,11,0
17405,Eastern Africa,ERI,Eritrea,2003,1,0
17406,Eastern Africa,ERI,Eritrea,2003,5,0
17407,Eastern Africa,ERI,Eritrea,2003,6,0
17408,Eastern Africa,ERI,Eritrea,2003,9,0
17409,Eastern Africa,ERI,Eritrea,2003,10,0
17410,Eastern Africa,ERI,Eritrea,2003,11,0
17411,Eastern Africa,ERI,Eritrea,2004,3,0
17412,Eastern Africa,ERI,Eritrea,2004,4,0
17413,Eastern Africa,ERI,Eritrea,2004,6,0
17414,Eastern Africa,ERI,Eritrea,2004,7,0
17415,Eastern Africa,ERI,Eritrea,2004,8,0
17416,Eastern Africa,ERI,Eritrea,2004,9,0
17417,Eastern Africa,ERI,Eritrea,2004,10,0
17418,Eastern Africa,ERI,Eritrea,2004,12,0
17419,Eastern Africa,ERI,Eritrea,2005,1,0
17420,Eastern Africa,ERI,Eritrea,2005,3,0
17421,Eastern Africa,ERI,Eritrea,2005,4,0
17422,Eastern Africa,ERI,Eritrea,2005,5,0
17423,Eastern Africa,ERI,Eritrea,2005,6,0
17424,Eastern Africa,ERI,Eritrea,2005,9,0
17425,Eastern Africa,ERI,Eritrea,2005,10,0
17426,Eastern Africa,ERI,Eritrea,2005,11,0
17427,Eastern Africa,ERI,Eritrea,2006,1,0
17428,Eastern Africa,ERI,Eritrea,2006,3,0
17429,Eastern Africa,ERI,Eritrea,2006,4,0
17430,Eastern Africa,ERI,Eritrea,2006,7,0
17431,Eastern Africa,ERI,Eritrea,2006,9,0
17432,Eastern Africa,ERI,Eritrea,2007,2,0
17433,Eastern Africa,ERI,Eritrea,2007,4,0
17434,Eastern Africa,ERI,Eritrea,2007,5,0
17435,Eastern Africa,ERI,Eritrea,2007,6,0
17436,Eastern Africa,ERI,Eritrea,2007,8,0
17437,Eastern Africa,ERI,Eritrea,2007,9,0
17438,Eastern Africa,ERI,Eritrea,2007,12,0
17439,Eastern Africa,ERI,Eritrea,2008,2,0
17440,Eastern Africa,ERI,Eritrea,2008,7,0
17441,Eastern Africa,ERI,Eritrea,2008,8,0
17442,Eastern Africa,ERI,Eritrea,2008,9,0
17443,Eastern Africa,ERI,Eritrea,2009,3,0
17444,Eastern Africa,ERI,Eritrea,2009,6,0
17445,Eastern Africa,ERI,Eritrea,2009,8,0
17446,Eastern Africa,ERI,Eritrea,2009,9,0
17447,Eastern Africa,ERI,Eritrea,2009,11,0
17448,Eastern Africa,ERI,Eritrea,2009,12,0
17449,Eastern Africa,ERI,Eritrea,2010,2,0
17450,Eastern Africa,ERI,Eritrea,2010,3,0
17451,Eastern Africa,ERI,Eritrea,2010,5,0
17452,Eastern Africa,ERI,Eritrea,2010,6,0
17453,Eastern Africa,ERI,Eritrea,2010,7,0
17454,Eastern Africa,ERI,Eritrea,2010,8,0
17455,Eastern Africa,ERI,Eritrea,2010,9,0
17456,Eastern Africa,ERI,Eritrea,2010,10,0
17457,Eastern Africa,ERI,Eritrea,2010,11,0
17458,Eastern Africa,ERI,Eritrea,2010,12,0
17459,Eastern Africa,ERI,Eritrea,2011,1,0
17460,Eastern Africa,ERI,Eritrea,2011,2,0
17461,Eastern Africa,ERI,Eritrea,2011,3,0
17462,Eastern Africa,ERI,Eritrea,2011,4,0
17463,Eastern Africa,ERI,Eritrea,2011,5,0
17464,Eastern Africa,ERI,Eritrea,2011,6,0
17465,Eastern Africa,ERI,Eritrea,2011,8,0
17466,Eastern Africa,ERI,Eritrea,2011,10,0
17467,Eastern Africa,ERI,Eritrea,2011,11,0
17468,Eastern Africa,ERI,Eritrea,2011,12,0
17469,Eastern Africa,ERI,Eritrea,2012,2,0
17470,Eastern Africa,ERI,Eritrea,2012,4,0
17471,Eastern Africa,ERI,Eritrea,2012,5,0
17472,Eastern Africa,ERI,Eritrea,2012,7,0
17473,Eastern Africa,ERI,Eritrea,2012,8,0
17474,Eastern Africa,ERI,Eritrea,2012,9,0
17475,Eastern Africa,ERI,Eritrea,2012,10,0
17476,Eastern Africa,ERI,Eritrea,2012,11,0
17477,Eastern Africa,ERI,Eritrea,2013,4,0
17478,Eastern Africa,ERI,Eritrea,2013,5,0
17479,Eastern Africa,ERI,Eritrea,2013,7,0
17480,Eastern Africa,ERI,Eritrea,2013,9,0
17481,Eastern Africa,ERI,Eritrea,2013,10,0
17482,Eastern Africa,ERI,Eritrea,2013,12,0
17483,Eastern Africa,ERI,Eritrea,2014,1,0
17484,Eastern Africa,ERI,Eritrea,2014,2,0
17485,Eastern Africa,ERI,Eritrea,2014,3,0
17486,Eastern Africa,ERI,Eritrea,2014,4,0
17487,Eastern Africa,ERI,Eritrea,2014,5,0
17488,Eastern Africa,ERI,Eritrea,2014,6,0
17489,Eastern Africa,ERI,Eritrea,2014,7,0
17490,Eastern Africa,ERI,Eritrea,2014,9,0
17491,Eastern Africa,ERI,Eritrea,2014,10,0
17492,Eastern Africa,ERI,Eritrea,2014,11,0
17493,Eastern Africa,ERI,Eritrea,2015,1,0
17494,Eastern Africa,ERI,Eritrea,2015,2,0
17495,Eastern Africa,ERI,Eritrea,2015,4,0
17496,Eastern Africa,ERI,Eritrea,2015,5,0
17497,Eastern Africa,ERI,Eritrea,2015,6,0
17498,Eastern Africa,ERI,Eritrea,2015,7,0
17499,Eastern Africa,ERI,Eritrea,2015,8,0
17500,Eastern Africa,ERI,Eritrea,2015,9,0
17501,Eastern Africa,ERI,Eritrea,2015,10,0
17502,Eastern Africa,ERI,Eritrea,2015,11,0
17503,Eastern Africa,ERI,Eritrea,2015,12,0
17504,Eastern Africa,ERI,Eritrea,2016,2,0
17505,Eastern Africa,ERI,Eritrea,2016,3,0
17506,Eastern Africa,ERI,Eritrea,2016,5,0
17507,Eastern Africa,ERI,Eritrea,2016,7,0
17508,Eastern Africa,ERI,Eritrea,2016,8,0
17509,Eastern Africa,ERI,Eritrea,2016,12,0
17510,Eastern Africa,ERI,Eritrea,2017,2,0
17511,Eastern Africa,ERI,Eritrea,2017,3,0
17512,Eastern Africa,ERI,Eritrea,2017,4,0
17513,Eastern Africa,ERI,Eritrea,2017,8,0
17514,Eastern Africa,ERI,Eritrea,2017,9,0
17515,Eastern Africa,ERI,Eritrea,2017,12,0
17516,Eastern Africa,ERI,Eritrea,2018,1,0
17517,Eastern Africa,ERI,Eritrea,2018,2,0
17518,Eastern Africa,ERI,Eritrea,2018,4,0
17519,Eastern Africa,ERI,Eritrea,2018,5,0
17520,Eastern Africa,ERI,Eritrea,2018,8,0
17521,Eastern Africa,ERI,Eritrea,2018,10,0
17522,Eastern Africa,ERI,Eritrea,2018,11,0
17523,Eastern Africa,ERI,Eritrea,2019,1,0
17524,Eastern Africa,ERI,Eritrea,2019,2,0
17525,Eastern Africa,ERI,Eritrea,2019,3,0
17526,Eastern Africa,ERI,Eritrea,2019,4,0
17527,Eastern Africa,ERI,Eritrea,2019,7,0
17528,Eastern Africa,ERI,Eritrea,2019,9,0
17529,Eastern Africa,ERI,Eritrea,2019,10,0
17530,Eastern Africa,ERI,Eritrea,2019,11,0
17531,Eastern Africa,ERI,Eritrea,2019,12,0
17532,Eastern Africa,ERI,Eritrea,2020,1,0
17533,Eastern Africa,ERI,Eritrea,2020,3,0
17534,Eastern Africa,ERI,Eritrea,2020,7,0
17535,Eastern Africa,ERI,Eritrea,2020,8,0
17536,Eastern Africa,ERI,Eritrea,2020,9,0
17537,Eastern Africa,ERI,Eritrea,2020,10,0
17538,Eastern Africa,ERI,Eritrea,2020,12,0
17539,Eastern Africa,ERI,Eritrea,2021,2,0
17540,Eastern Africa,ERI,Eritrea,2021,3,0
17541,Eastern Africa,ERI,Eritrea,2021,4,0
17542,Eastern Africa,ERI,Eritrea,2021,5,0
17543,Eastern Africa,ERI,Eritrea,2021,6,0
17544,Eastern Africa,ERI,Eritrea,2021,7,0
17545,Eastern Africa,ERI,Eritrea,2021,8,0
17546,Eastern Africa,ERI,Eritrea,2021,9,0
17547,Eastern Africa,ERI,Eritrea,2021,12,0
17548,Eastern Africa,ETH,Ethiopia,2000,4,0
17549,Eastern Africa,ETH,Ethiopia,2001,10,0
17550,Eastern Africa,ETH,Ethiopia,2001,12,0
17551,Eastern Africa,ETH,Ethiopia,2003,3,0
17552,Eastern Africa,ETH,Ethiopia,2006,7,0
17553,Eastern Africa,ETH,Ethiopia,2007,1,0
17554,Eastern Africa,ETH,Ethiopia,2007,3,0
17555,Eastern Africa,ETH,Ethiopia,2007,5,0
17556,Eastern Africa,ETH,Ethiopia,2011,7,0
17557,Eastern Africa,ETH,Ethiopia,2015,2,0
17558,Eastern Africa,ETH,Ethiopia,2015,3,0
17559,Eastern Africa,ETH,Ethiopia,2015,5,0
17560,Eastern Africa,MOZ,Mozambique,2000,2,0
17561,Eastern Africa,MOZ,Mozambique,2000,3,0
17562,Eastern Africa,MOZ,Mozambique,2000,4,0
17563,Eastern Africa,MOZ,Mozambique,2000,5,0
17564,Eastern Africa,MOZ,Mozambique,2000,6,0
17565,Eastern Africa,MOZ,Mozambique,2000,7,0
17566,Eastern Africa,MOZ,Mozambique,2000,9,0
17567,Eastern Africa,MOZ,Mozambique,2000,10,0
17568,Eastern Africa,MOZ,Mozambique,2000,12,0
17569,Eastern Africa,MOZ,Mozambique,2001,1,0
17570,Eastern Africa,MOZ,Mozambique,2001,2,0
17571,Eastern Africa,MOZ,Mozambique,2001,3,0
17572,Eastern Africa,MOZ,Mozambique,2001,4,0
17573,Eastern Africa,MOZ,Mozambique,2001,5,0
17574,Eastern Africa,MOZ,Mozambique,2001,6,0
17575,Eastern Africa,MOZ,Mozambique,2001,7,0
17576,Eastern Africa,MOZ,Mozambique,2001,8,0
17577,Eastern Africa,MOZ,Mozambique,2001,9,0
17578,Eastern Africa,MOZ,Mozambique,2001,11,0
17579,Eastern Africa,MOZ,Mozambique,2001,12,0
17580,Eastern Africa,MOZ,Mozambique,2002,1,0
17581,Eastern Africa,MOZ,Mozambique,2002,2,0
17582,Eastern Africa,MOZ,Mozambique,2002,5,0
17583,Eastern Africa,MOZ,Mozambique,2002,6,0
17584,Eastern Africa,MOZ,Mozambique,2002,7,0
17585,Eastern Africa,MOZ,Mozambique,2002,8,0
17586,Eastern Africa,MOZ,Mozambique,2002,9,0
17587,Eastern Africa,MOZ,Mozambique,2002,10,0
17588,Eastern Africa,MOZ,Mozambique,2002,11,0
17589,Eastern Africa,MOZ,Mozambique,2002,12,0
17590,Eastern Africa,MOZ,Mozambique,2004,6,0
17591,Eastern Africa,MOZ,Mozambique,2005,3,0
17592,Eastern Africa,MOZ,Mozambique,2005,6,0
17593,Eastern Africa,MOZ,Mozambique,2005,11,0
17594,Eastern Africa,MOZ,Mozambique,2005,12,0
17595,Eastern Africa,MOZ,Mozambique,2006,1,0
17596,Eastern Africa,MOZ,Mozambique,2006,2,0
17597,Eastern Africa,MOZ,Mozambique,2006,5,0
17598,Eastern Africa,MOZ,Mozambique,2006,8,0
17599,Eastern Africa,MOZ,Mozambique,2006,10,0
17600,Eastern Africa,MOZ,Mozambique,2006,11,0
17601,Eastern Africa,MOZ,Mozambique,2006,12,0
17602,Eastern Africa,MOZ,Mozambique,2007,1,0
17603,Eastern Africa,MOZ,Mozambique,2007,2,0
17604,Eastern Africa,MOZ,Mozambique,2007,5,0
17605,Eastern Africa,MOZ,Mozambique,2007,6,0
17606,Eastern Africa,MOZ,Mozambique,2007,7,0
17607,Eastern Africa,MOZ,Mozambique,2007,10,0
17608,Eastern Africa,MOZ,Mozambique,2008,3,0
17609,Eastern Africa,MOZ,Mozambique,2008,5,0
17610,Eastern Africa,MOZ,Mozambique,2008,9,0
17611,Eastern Africa,MOZ,Mozambique,2008,10,0
17612,Eastern Africa,MOZ,Mozambique,2010,6,0
17613,Eastern Africa,MOZ,Mozambique,2010,11,0
17614,Eastern Africa,MOZ,Mozambique,2011,3,0
17615,Eastern Africa,MOZ,Mozambique,2011,5,0
17616,Eastern Africa,MOZ,Mozambique,2011,6,0
17617,Eastern Africa,MOZ,Mozambique,2011,7,0
17618,Eastern Africa,MOZ,Mozambique,2011,8,0
17619,Eastern Africa,MOZ,Mozambique,2012,4,0
17620,Eastern Africa,MOZ,Mozambique,2012,5,0
17621,Eastern Africa,MOZ,Mozambique,2014,11,0
17622,Eastern Africa,MOZ,Mozambique,2015,5,0
17623,Eastern Africa,MWI,Malawi,2000,3,0
17624,Eastern Africa,MWI,Malawi,2000,4,0
17625,Eastern Africa,MWI,Malawi,2000,7,0
17626,Eastern Africa,MWI,Malawi,2001,1,0
17627,Eastern Africa,MWI,Malawi,2001,7,0
17628,Eastern Africa,MWI,Malawi,2001,9,0
17629,Eastern Africa,MWI,Malawi,2002,3,0
17630,Eastern Africa,MWI,Malawi,2002,4,0
17631,Eastern Africa,MWI,Malawi,2002,5,0
17632,Eastern Africa,MWI,Malawi,2002,6,0
17633,Eastern Africa,MWI,Malawi,2002,7,0
17634,Eastern Africa,MWI,Malawi,2002,9,0
17635,Eastern Africa,MWI,Malawi,2002,10,0
17636,Eastern Africa,MWI,Malawi,2003,4,0
17637,Eastern Africa,MWI,Malawi,2003,8,0
17638,Eastern Africa,MWI,Malawi,2003,9,0
17639,Eastern Africa,MWI,Malawi,2003,10,0
17640,Eastern Africa,MWI,Malawi,2003,11,0
17641,Eastern Africa,MWI,Malawi,2003,12,0
17642,Eastern Africa,MWI,Malawi,2004,1,0
17643,Eastern Africa,MWI,Malawi,2004,3,0
17644,Eastern Africa,MWI,Malawi,2004,5,0
17645,Eastern Africa,MWI,Malawi,2004,6,0
17646,Eastern Africa,MWI,Malawi,2004,7,0
17647,Eastern Africa,MWI,Malawi,2004,8,0
17648,Eastern Africa,MWI,Malawi,2004,9,0
17649,Eastern Africa,MWI,Malawi,2004,10,0
17650,Eastern Africa,MWI,Malawi,2004,11,0
17651,Eastern Africa,MWI,Malawi,2004,12,0
17652,Eastern Africa,MWI,Malawi,2005,2,0
17653,Eastern Africa,MWI,Malawi,2005,4,0
17654,Eastern Africa,MWI,Malawi,2005,8,0
17655,Eastern Africa,MWI,Malawi,2005,9,0
17656,Eastern Africa,MWI,Malawi,2005,11,0
17657,Eastern Africa,MWI,Malawi,2005,12,0
17658,Eastern Africa,MWI,Malawi,2006,1,0
17659,Eastern Africa,MWI,Malawi,2006,5,0
17660,Eastern Africa,MWI,Malawi,2006,6,0
17661,Eastern Africa,MWI,Malawi,2006,7,0
17662,Eastern Africa,MWI,Malawi,2006,8,0
17663,Eastern Africa,MWI,Malawi,2006,10,0
17664,Eastern Africa,MWI,Malawi,2006,12,0
17665,Eastern Africa,MWI,Malawi,2007,3,0
17666,Eastern Africa,MWI,Malawi,2007,4,0
17667,Eastern Africa,MWI,Malawi,2007,5,0
17668,Eastern Africa,MWI,Malawi,2007,6,0
17669,Eastern Africa,MWI,Malawi,2007,9,0
17670,Eastern Africa,MWI,Malawi,2007,11,0
17671,Eastern Africa,MWI,Malawi,2007,12,0
17672,Eastern Africa,MWI,Malawi,2008,1,0
17673,Eastern Africa,MWI,Malawi,2008,2,0
17674,Eastern Africa,MWI,Malawi,2008,3,0
17675,Eastern Africa,MWI,Malawi,2008,4,0
17676,Eastern Africa,MWI,Malawi,2008,6,0
17677,Eastern Africa,MWI,Malawi,2008,7,0
17678,Eastern Africa,MWI,Malawi,2008,8,0
17679,Eastern Africa,MWI,Malawi,2008,9,0
17680,Eastern Africa,MWI,Malawi,2008,12,0
17681,Eastern Africa,MWI,Malawi,2009,1,0
17682,Eastern Africa,MWI,Malawi,2009,3,0
17683,Eastern Africa,MWI,Malawi,2009,5,0
17684,Eastern Africa,MWI,Malawi,2009,6,0
17685,Eastern Africa,MWI,Malawi,2009,7,0
17686,Eastern Africa,MWI,Malawi,2009,8,0
17687,Eastern Africa,MWI,Malawi,2009,9,0
17688,Eastern Africa,MWI,Malawi,2009,10,0
17689,Eastern Africa,MWI,Malawi,2009,11,0
17690,Eastern Africa,MWI,Malawi,2010,1,0
17691,Eastern Africa,MWI,Malawi,2010,2,0
17692,Eastern Africa,MWI,Malawi,2010,3,0
17693,Eastern Africa,MWI,Malawi,2010,4,0
17694,Eastern Africa,MWI,Malawi,2010,5,0
17695,Eastern Africa,MWI,Malawi,2010,7,0
17696,Eastern Africa,MWI,Malawi,2010,8,0
17697,Eastern Africa,MWI,Malawi,2010,9,0
17698,Eastern Africa,MWI,Malawi,2011,1,0
17699,Eastern Africa,MWI,Malawi,2011,4,0
17700,Eastern Africa,MWI,Malawi,2011,5,0
17701,Eastern Africa,MWI,Malawi,2011,6,0
17702,Eastern Africa,MWI,Malawi,2011,10,0
17703,Eastern Africa,MWI,Malawi,2011,11,0
17704,Eastern Africa,MWI,Malawi,2011,12,0
17705,Eastern Africa,MWI,Malawi,2012,4,0
17706,Eastern Africa,MWI,Malawi,2012,5,0
17707,Eastern Africa,MWI,Malawi,2012,6,0
17708,Eastern Africa,MWI,Malawi,2012,8,0
17709,Eastern Africa,MWI,Malawi,2012,11,0
17710,Eastern Africa,MWI,Malawi,2012,12,0
17711,Eastern Africa,MWI,Malawi,2013,6,0
17712,Eastern Africa,MWI,Malawi,2013,8,0
17713,Eastern Africa,MWI,Malawi,2013,12,0
17714,Eastern Africa,MWI,Malawi,2014,1,0
17715,Eastern Africa,MWI,Malawi,2014,6,0
17716,Eastern Africa,MWI,Malawi,2014,7,0
17717,Eastern Africa,MWI,Malawi,2014,8,0
17718,Eastern Africa,MWI,Malawi,2017,8,0
17719,Eastern Africa,MWI,Malawi,2018,2,0
17720,Eastern Africa,RWA,Rwanda,2000,4,0
17721,Eastern Africa,RWA,Rwanda,2000,7,0
17722,Eastern Africa,RWA,Rwanda,2000,8,0
17723,Eastern Africa,RWA,Rwanda,2000,11,0
17724,Eastern Africa,RWA,Rwanda,2001,1,0
17725,Eastern Africa,RWA,Rwanda,2001,2,0
17726,Eastern Africa,RWA,Rwanda,2001,3,0
17727,Eastern Africa,RWA,Rwanda,2001,4,0
17728,Eastern Africa,RWA,Rwanda,2001,8,0
17729,Eastern Africa,RWA,Rwanda,2001,11,0
17730,Eastern Africa,RWA,Rwanda,2002,1,0
17731,Eastern Africa,RWA,Rwanda,2002,4,0
17732,Eastern Africa,RWA,Rwanda,2002,5,0
17733,Eastern Africa,RWA,Rwanda,2002,7,0
17734,Eastern Africa,RWA,Rwanda,2002,8,0
17735,Eastern Africa,RWA,Rwanda,2002,9,0
17736,Eastern Africa,RWA,Rwanda,2002,11,0
17737,Eastern Africa,RWA,Rwanda,2002,12,0
17738,Eastern Africa,RWA,Rwanda,2003,1,0
17739,Eastern Africa,RWA,Rwanda,2003,2,0
17740,Eastern Africa,RWA,Rwanda,2003,3,0
17741,Eastern Africa,RWA,Rwanda,2003,5,0
17742,Eastern Africa,RWA,Rwanda,2003,6,0
17743,Eastern Africa,RWA,Rwanda,2003,7,0
17744,Eastern Africa,RWA,Rwanda,2003,8,0
17745,Eastern Africa,RWA,Rwanda,2003,9,0
17746,Eastern Africa,RWA,Rwanda,2003,12,0
17747,Eastern Africa,RWA,Rwanda,2004,1,0
17748,Eastern Africa,RWA,Rwanda,2004,2,0
17749,Eastern Africa,RWA,Rwanda,2004,3,0
17750,Eastern Africa,RWA,Rwanda,2004,5,0
17751,Eastern Africa,RWA,Rwanda,2004,6,0
17752,Eastern Africa,RWA,Rwanda,2004,7,0
17753,Eastern Africa,RWA,Rwanda,2004,8,0
17754,Eastern Africa,RWA,Rwanda,2004,9,0
17755,Eastern Africa,RWA,Rwanda,2004,11,0
17756,Eastern Africa,RWA,Rwanda,2004,12,0
17757,Eastern Africa,RWA,Rwanda,2005,1,0
17758,Eastern Africa,RWA,Rwanda,2005,2,0
17759,Eastern Africa,RWA,Rwanda,2005,4,0
17760,Eastern Africa,RWA,Rwanda,2005,5,0
17761,Eastern Africa,RWA,Rwanda,2005,6,0
17762,Eastern Africa,RWA,Rwanda,2005,7,0
17763,Eastern Africa,RWA,Rwanda,2005,8,0
17764,Eastern Africa,RWA,Rwanda,2005,9,0
17765,Eastern Africa,RWA,Rwanda,2005,11,0
17766,Eastern Africa,RWA,Rwanda,2006,2,0
17767,Eastern Africa,RWA,Rwanda,2006,3,0
17768,Eastern Africa,RWA,Rwanda,2006,4,0
17769,Eastern Africa,RWA,Rwanda,2006,5,0
17770,Eastern Africa,RWA,Rwanda,2006,6,0
17771,Eastern Africa,RWA,Rwanda,2006,7,0
17772,Eastern Africa,RWA,Rwanda,2006,8,0
17773,Eastern Africa,RWA,Rwanda,2006,10,0
17774,Eastern Africa,RWA,Rwanda,2006,12,0
17775,Eastern Africa,RWA,Rwanda,2007,6,0
17776,Eastern Africa,RWA,Rwanda,2007,7,0
17777,Eastern Africa,RWA,Rwanda,2007,8,0
17778,Eastern Africa,RWA,Rwanda,2007,10,0
17779,Eastern Africa,RWA,Rwanda,2007,12,0
17780,Eastern Africa,RWA,Rwanda,2008,1,0
17781,Eastern Africa,RWA,Rwanda,2008,2,0
17782,Eastern Africa,RWA,Rwanda,2008,3,0
17783,Eastern Africa,RWA,Rwanda,2008,5,0
17784,Eastern Africa,RWA,Rwanda,2008,6,0
17785,Eastern Africa,RWA,Rwanda,2008,7,0
17786,Eastern Africa,RWA,Rwanda,2008,10,0
17787,Eastern Africa,RWA,Rwanda,2009,2,0
17788,Eastern Africa,RWA,Rwanda,2009,6,0
17789,Eastern Africa,RWA,Rwanda,2009,8,0
17790,Eastern Africa,RWA,Rwanda,2009,10,0
17791,Eastern Africa,RWA,Rwanda,2013,1,0
17792,Eastern Africa,RWA,Rwanda,2013,5,0
17793,Eastern Africa,RWA,Rwanda,2013,6,0
17794,Eastern Africa,RWA,Rwanda,2013,11,0
17795,Eastern Africa,RWA,Rwanda,2014,3,0
17796,Eastern Africa,RWA,Rwanda,2014,4,0
17797,Eastern Africa,RWA,Rwanda,2014,5,0
17798,Eastern Africa,RWA,Rwanda,2014,7,0
17799,Eastern Africa,RWA,Rwanda,2014,8,0
17800,Eastern Africa,RWA,Rwanda,2014,9,0
17801,Eastern Africa,RWA,Rwanda,2015,1,0
17802,Eastern Africa,RWA,Rwanda,2015,3,0
17803,Eastern Africa,RWA,Rwanda,2015,8,0
17804,Eastern Africa,RWA,Rwanda,2015,11,0
17805,Eastern Africa,RWA,Rwanda,2016,1,0
17806,Eastern Africa,RWA,Rwanda,2016,2,0
17807,Eastern Africa,RWA,Rwanda,2016,7,0
17808,Eastern Africa,RWA,Rwanda,2016,9,0
17809,Eastern Africa,RWA,Rwanda,2016,10,0
17810,Eastern Africa,RWA,Rwanda,2016,11,0
17811,Eastern Africa,RWA,Rwanda,2016,12,0
17812,Eastern Africa,RWA,Rwanda,2017,1,0
17813,Eastern Africa,RWA,Rwanda,2017,2,0
17814,Eastern Africa,RWA,Rwanda,2017,7,0
17815,Eastern Africa,RWA,Rwanda,2017,10,0
17816,Eastern Africa,RWA,Rwanda,2017,11,0
17817,Eastern Africa,RWA,Rwanda,2017,12,0
17818,Eastern Africa,RWA,Rwanda,2021,6,0
17819,Eastern Africa,RWA,Rwanda,2021,12,0
17820,Eastern Africa,SOM,Somalia,2004,9,0
17821,Eastern Africa,TZA,Tanzania,2000,3,0
17822,Eastern Africa,TZA,Tanzania,2000,4,0
17823,Eastern Africa,TZA,Tanzania,2000,5,0
17824,Eastern Africa,TZA,Tanzania,2000,6,0
17825,Eastern Africa,TZA,Tanzania,2000,7,0
17826,Eastern Africa,TZA,Tanzania,2000,8,0
17827,Eastern Africa,TZA,Tanzania,2001,10,0
17828,Eastern Africa,TZA,Tanzania,2001,11,0
17829,Eastern Africa,TZA,Tanzania,2002,4,0
17830,Eastern Africa,TZA,Tanzania,2002,5,0
17831,Eastern Africa,TZA,Tanzania,2002,6,0
17832,Eastern Africa,TZA,Tanzania,2002,8,0
17833,Eastern Africa,TZA,Tanzania,2002,9,0
17834,Eastern Africa,TZA,Tanzania,2002,10,0
17835,Eastern Africa,TZA,Tanzania,2002,11,0
17836,Eastern Africa,TZA,Tanzania,2003,1,0
17837,Eastern Africa,TZA,Tanzania,2003,7,0
17838,Eastern Africa,TZA,Tanzania,2003,9,0
17839,Eastern Africa,TZA,Tanzania,2003,10,0
17840,Eastern Africa,TZA,Tanzania,2003,11,0
17841,Eastern Africa,TZA,Tanzania,2003,12,0
17842,Eastern Africa,TZA,Tanzania,2004,1,0
17843,Eastern Africa,TZA,Tanzania,2004,6,0
17844,Eastern Africa,TZA,Tanzania,2005,2,0
17845,Eastern Africa,TZA,Tanzania,2005,5,0
17846,Eastern Africa,TZA,Tanzania,2005,12,0
17847,Eastern Africa,TZA,Tanzania,2006,5,0
17848,Eastern Africa,TZA,Tanzania,2006,7,0
17849,Eastern Africa,TZA,Tanzania,2006,12,0
17850,Eastern Africa,TZA,Tanzania,2007,2,0
17851,Eastern Africa,TZA,Tanzania,2007,3,0
17852,Eastern Africa,TZA,Tanzania,2007,4,0
17853,Eastern Africa,TZA,Tanzania,2007,5,0
17854,Eastern Africa,TZA,Tanzania,2007,6,0
17855,Eastern Africa,TZA,Tanzania,2007,8,0
17856,Eastern Africa,TZA,Tanzania,2007,9,0
17857,Eastern Africa,TZA,Tanzania,2007,10,0
17858,Eastern Africa,TZA,Tanzania,2008,7,0
17859,Eastern Africa,TZA,Tanzania,2008,9,0
17860,Eastern Africa,TZA,Tanzania,2009,1,0
17861,Eastern Africa,TZA,Tanzania,2009,4,0
17862,Eastern Africa,TZA,Tanzania,2009,5,0
17863,Eastern Africa,TZA,Tanzania,2009,6,0
17864,Eastern Africa,TZA,Tanzania,2009,7,0
17865,Eastern Africa,TZA,Tanzania,2009,8,0
17866,Eastern Africa,TZA,Tanzania,2009,11,0
17867,Eastern Africa,TZA,Tanzania,2010,1,0
17868,Eastern Africa,TZA,Tanzania,2010,5,0
17869,Eastern Africa,TZA,Tanzania,2010,6,0
17870,Eastern Africa,TZA,Tanzania,2010,7,0
17871,Eastern Africa,TZA,Tanzania,2010,8,0
17872,Eastern Africa,TZA,Tanzania,2010,9,0
17873,Eastern Africa,TZA,Tanzania,2010,10,0
17874,Eastern Africa,TZA,Tanzania,2010,11,0
17875,Eastern Africa,TZA,Tanzania,2010,12,0
17876,Eastern Africa,TZA,Tanzania,2011,6,0
17877,Eastern Africa,TZA,Tanzania,2011,10,0
17878,Eastern Africa,TZA,Tanzania,2012,6,0
17879,Eastern Africa,TZA,Tanzania,2015,11,0
17880,Eastern Africa,TZA,Tanzania,2016,10,0
17881,Eastern Africa,TZA,Tanzania,2016,11,0
17882,Eastern Africa,UGA,Uganda,2011,6,0
17883,Middle Africa,AGO,Angola,2002,4,0
17884,Middle Africa,AGO,Angola,2002,5,0
17885,Middle Africa,AGO,Angola,2002,6,0
17886,Middle Africa,AGO,Angola,2002,8,0
17887,Middle Africa,AGO,Angola,2002,9,0
17888,Middle Africa,AGO,Angola,2002,12,0
17889,Middle Africa,AGO,Angola,2003,1,0
17890,Middle Africa,AGO,Angola,2003,2,0
17891,Middle Africa,AGO,Angola,2003,3,0
17892,Middle Africa,AGO,Angola,2003,5,0
17893,Middle Africa,AGO,Angola,2003,8,0
17894,Middle Africa,AGO,Angola,2003,9,0
17895,Middle Africa,AGO,Angola,2003,10,0
17896,Middle Africa,AGO,Angola,2003,11,0
17897,Middle Africa,AGO,Angola,2004,1,0
17898,Middle Africa,AGO,Angola,2004,4,0
17899,Middle Africa,AGO,Angola,2004,5,0
17900,Middle Africa,AGO,Angola,2004,8,0
17901,Middle Africa,AGO,Angola,2004,10,0
17902,Middle Africa,AGO,Angola,2004,11,0
17903,Middle Africa,AGO,Angola,2004,12,0
17904,Middle Africa,AGO,Angola,2005,2,0
17905,Middle Africa,AGO,Angola,2005,3,0
