,region,iso3,country,year,month,unrest_index
3891,Western Africa,BFA,Burkina Faso,2011,7,25
3892,Western Africa,CIV,Ivory Coast,2011,7,25
3893,Western Africa,GHA,Ghana,2011,7,25
3894,Western Africa,GIN,Guinea,2011,7,225
3895,Western Africa,GMB,Gambia,2011,7,0
3896,Western Africa,GNB,Guinea-Bissau,2011,7,40
3897,Western Africa,LBR,Liberia,2011,7,25
3898,Western Africa,MLI,Mali,2011,7,150
3899,Western Africa,MRT,Mauritania,2011,7,170
3900,Western Africa,NER,Niger,2011,7,20
3901,Western Africa,NGA,Nigeria,2011,7,1095
3902,Western Africa,SEN,Senegal,2011,7,40
3903,Eastern Africa,BDI,Burundi,2011,8,350
3904,Eastern Africa,ETH,Ethiopia,2011,8,1125
3905,Eastern Africa,KEN,Kenya,2011,8,75
3906,Eastern Africa,MWI,Malawi,2011,8,25
3907,Eastern Africa,RWA,Rwanda,2011,8,75
3908,Eastern Africa,SOM,Somalia,2011,8,14690
3909,Eastern Africa,SSD,South Sudan,2011,8,1800
3910,Eastern Africa,TZA,Tanzania,2011,8,20
3911,Eastern Africa,UGA,Uganda,2011,8,60
3912,Middle Africa,AGO,Angola,2011,8,40
3913,Middle Africa,CAF,Central African Republic,2011,8,145
3914,Middle Africa,CMR,Cameroon,2011,8,25
3915,Middle Africa,COD,Democratic Republic of Congo,2011,8,3350
3916,Middle Africa,TCD,Chad,2011,8,25
3917,Northern Africa,DZA,Algeria,2011,8,2125
3918,Northern Africa,EGY,Egypt,2011,8,2255
3919,Northern Africa,LBY,Libya,2011,8,9300
3920,Northern Africa,MAR,Morocco,2011,8,50
3921,Northern Africa,SDN,Sudan,2011,8,420
3922,Northern Africa,TUN,Tunisia,2011,8,855
3923,South Asia,BGD,Bangladesh,2011,8,6905
3924,South Asia,LKA,Sri Lanka,2011,8,970
3925,South Asia,NPL,Nepal,2011,8,655
3926,South Asia,PAK,Pakistan,2011,8,12320
3927,Southeast Asia,KHM,Cambodia,2011,8,365
3928,Southeast Asia,MMR,Myanmar,2011,8,4505
3929,Southeast Asia,THA,Thailand,2011,8,4715
3930,Southeast Asia,VNM,Vietnam,2011,8,60
3931,Southern Africa,LSO,Lesotho,2011,8,80
3932,Southern Africa,NAM,Namibia,2011,8,50
3933,Southern Africa,ZAF,South Africa,2011,8,655
3934,Southern Africa,ZMB,Zambia,2011,8,345
3935,Southern Africa,ZWE,Zimbabwe,2011,8,375
3936,Western Africa,BEN,Benin,2011,8,150
3937,Western Africa,CIV,Ivory Coast,2011,8,25
3938,Western Africa,GHA,Ghana,2011,8,470
3939,Western Africa,GIN,Guinea,2011,8,25
3940,Western Africa,GNB,Guinea-Bissau,2011,8,20
3941,Western Africa,LBR,Liberia,2011,8,195
3942,Western Africa,MLI,Mali,2011,8,150
3943,Western Africa,MRT,Mauritania,2011,8,40
3944,Western Africa,NGA,Nigeria,2011,8,1470
3945,Western Africa,SEN,Senegal,2011,8,175
3946,Western Africa,TGO,Togo,2011,8,20
3947,Eastern Africa,BDI,Burundi,2011,9,325
3948,Eastern Africa,ERI,Eritrea,2011,9,150
3949,Eastern Africa,ETH,Ethiopia,2011,9,3650
3950,Eastern Africa,KEN,Kenya,2011,9,45
3951,Eastern Africa,MOZ,Mozambique,2011,9,20
3952,Eastern Africa,MWI,Malawi,2011,9,75
3953,Eastern Africa,RWA,Rwanda,2011,9,75
3954,Eastern Africa,SOM,Somalia,2011,9,7915
3955,Eastern Africa,SSD,South Sudan,2011,9,350
3956,Eastern Africa,TZA,Tanzania,2011,9,25
3957,Eastern Africa,UGA,Uganda,2011,9,175
3958,Middle Africa,AGO,Angola,2011,9,85
3959,Middle Africa,CAF,Central African Republic,2011,9,1415
3960,Middle Africa,CMR,Cameroon,2011,9,150
3961,Middle Africa,COD,Democratic Republic of Congo,2011,9,4525
3962,Middle Africa,TCD,Chad,2011,9,50
3963,Northern Africa,DZA,Algeria,2011,9,1865
3964,Northern Africa,EGY,Egypt,2011,9,1250
3965,Northern Africa,LBY,Libya,2011,9,3845
3966,Northern Africa,MAR,Morocco,2011,9,390
3967,Northern Africa,SDN,Sudan,2011,9,2695
3968,Northern Africa,TUN,Tunisia,2011,9,805
3969,South Asia,BGD,Bangladesh,2011,9,7955
3970,South Asia,LKA,Sri Lanka,2011,9,550
3971,South Asia,NPL,Nepal,2011,9,935
3972,South Asia,PAK,Pakistan,2011,9,6955
3973,Southeast Asia,KHM,Cambodia,2011,9,325
3974,Southeast Asia,MMR,Myanmar,2011,9,7250
3975,Southeast Asia,THA,Thailand,2011,9,2960
3976,Southern Africa,NAM,Namibia,2011,9,40
3977,Southern Africa,SWZ,eSwatini,2011,9,80
3978,Southern Africa,ZAF,South Africa,2011,9,680
3979,Southern Africa,ZMB,Zambia,2011,9,270
3980,Southern Africa,ZWE,Zimbabwe,2011,9,550
3981,Western Africa,BEN,Benin,2011,9,25
3982,Western Africa,BFA,Burkina Faso,2011,9,25
3983,Western Africa,CIV,Ivory Coast,2011,9,125
3984,Western Africa,GHA,Ghana,2011,9,20
3985,Western Africa,GIN,Guinea,2011,9,25
3986,Western Africa,LBR,Liberia,2011,9,50
3987,Western Africa,MLI,Mali,2011,9,200
3988,Western Africa,MRT,Mauritania,2011,9,140
3989,Western Africa,NER,Niger,2011,9,150
3990,Western Africa,NGA,Nigeria,2011,9,950
3991,Western Africa,SEN,Senegal,2011,9,70
3992,Western Africa,SLE,Sierra Leone,2011,9,125
3993,Western Africa,TGO,Togo,2011,9,150
3994,Eastern Africa,BDI,Burundi,2011,10,175
3995,Eastern Africa,ETH,Ethiopia,2011,10,575
3996,Eastern Africa,KEN,Kenya,2011,10,920
3997,Eastern Africa,MOZ,Mozambique,2011,10,45
3998,Eastern Africa,RWA,Rwanda,2011,10,75
3999,Eastern Africa,SOM,Somalia,2011,10,7865
4000,Eastern Africa,SSD,South Sudan,2011,10,445
4001,Eastern Africa,UGA,Uganda,2011,10,190
4002,Middle Africa,AGO,Angola,2011,10,65
4003,Middle Africa,CAF,Central African Republic,2011,10,200
4004,Middle Africa,COD,Democratic Republic of Congo,2011,10,5655
4005,Northern Africa,DZA,Algeria,2011,10,1215
4006,Northern Africa,EGY,Egypt,2011,10,3690
4007,Northern Africa,LBY,Libya,2011,10,1775
4008,Northern Africa,MAR,Morocco,2011,10,285
4009,Northern Africa,SDN,Sudan,2011,10,870
4010,Northern Africa,TUN,Tunisia,2011,10,465
4011,South Asia,BGD,Bangladesh,2011,10,6490
4012,South Asia,LKA,Sri Lanka,2011,10,720
4013,South Asia,NPL,Nepal,2011,10,525
4014,South Asia,PAK,Pakistan,2011,10,8265
4015,Southeast Asia,KHM,Cambodia,2011,10,650
4016,Southeast Asia,MMR,Myanmar,2011,10,6920
4017,Southeast Asia,THA,Thailand,2011,10,6540
4018,Southern Africa,NAM,Namibia,2011,10,150
4019,Southern Africa,ZAF,South Africa,2011,10,630
4020,Southern Africa,ZWE,Zimbabwe,2011,10,165
4021,Western Africa,CIV,Ivory Coast,2011,10,390
4022,Western Africa,LBR,Liberia,2011,10,120
4023,Western Africa,MLI,Mali,2011,10,250
4024,Western Africa,NGA,Nigeria,2011,10,1495
4025,Western Africa,SEN,Senegal,2011,10,150
4026,Eastern Africa,BDI,Burundi,2011,11,325
4027,Eastern Africa,ETH,Ethiopia,2011,11,475
4028,Eastern Africa,KEN,Kenya,2011,11,1275
4029,Eastern Africa,MOZ,Mozambique,2011,11,150
4030,Eastern Africa,RWA,Rwanda,2011,11,75
4031,Eastern Africa,SOM,Somalia,2011,11,13455
4032,Eastern Africa,SSD,South Sudan,2011,11,400
4033,Eastern Africa,TZA,Tanzania,2011,11,190
4034,Eastern Africa,UGA,Uganda,2011,11,65
4035,Middle Africa,AGO,Angola,2011,11,20
4036,Middle Africa,CAF,Central African Republic,2011,11,25
4037,Middle Africa,COD,Democratic Republic of Congo,2011,11,3250
4038,Middle Africa,GNQ,Equatorial Guinea,2011,11,20
4039,Middle Africa,TCD,Chad,2011,11,25
4040,Northern Africa,DZA,Algeria,2011,11,870
4041,Northern Africa,EGY,Egypt,2011,11,3165
4042,Northern Africa,LBY,Libya,2011,11,490
4043,Northern Africa,MAR,Morocco,2011,11,100
4044,Northern Africa,SDN,Sudan,2011,11,1040
4045,Northern Africa,TUN,Tunisia,2011,11,660
4046,South Asia,BGD,Bangladesh,2011,11,7715
4047,South Asia,LKA,Sri Lanka,2011,11,225
4048,South Asia,NPL,Nepal,2011,11,615
4049,South Asia,PAK,Pakistan,2011,11,7295
4050,Southeast Asia,KHM,Cambodia,2011,11,455
4051,Southeast Asia,MMR,Myanmar,2011,11,3455
4052,Southeast Asia,THA,Thailand,2011,11,4670
4053,Southeast Asia,VNM,Vietnam,2011,11,210
4054,Southern Africa,BWA,Botswana,2011,11,25
4055,Southern Africa,SWZ,eSwatini,2011,11,20
4056,Southern Africa,ZAF,South Africa,2011,11,420
4057,Southern Africa,ZMB,Zambia,2011,11,65
4058,Southern Africa,ZWE,Zimbabwe,2011,11,750
4059,Western Africa,CIV,Ivory Coast,2011,11,300
4060,Western Africa,GMB,Gambia,2011,11,20
4061,Western Africa,LBR,Liberia,2011,11,780
4062,Western Africa,MLI,Mali,2011,11,70
4063,Western Africa,MRT,Mauritania,2011,11,20
4064,Western Africa,NER,Niger,2011,11,150
4065,Western Africa,NGA,Nigeria,2011,11,1270
4066,Western Africa,SEN,Senegal,2011,11,25
4067,Western Africa,SLE,Sierra Leone,2011,11,25
4068,Western Africa,TGO,Togo,2011,11,40
4069,Eastern Africa,ETH,Ethiopia,2011,12,900
4070,Eastern Africa,KEN,Kenya,2011,12,650
4071,Eastern Africa,MOZ,Mozambique,2011,12,170
4072,Eastern Africa,RWA,Rwanda,2011,12,75
4073,Eastern Africa,SOM,Somalia,2011,12,11350
4074,Eastern Africa,SSD,South Sudan,2011,12,1050
4075,Eastern Africa,TZA,Tanzania,2011,12,25
4076,Eastern Africa,UGA,Uganda,2011,12,95
4077,Middle Africa,AGO,Angola,2011,12,190
4078,Middle Africa,CAF,Central African Republic,2011,12,950
4079,Middle Africa,CMR,Cameroon,2011,12,25
4080,Middle Africa,COD,Democratic Republic of Congo,2011,12,4825
4081,Middle Africa,TCD,Chad,2011,12,25
4082,Northern Africa,DZA,Algeria,2011,12,685
4083,Northern Africa,EGY,Egypt,2011,12,2195
4084,Northern Africa,LBY,Libya,2011,12,835
4085,Northern Africa,MAR,Morocco,2011,12,80
4086,Northern Africa,SDN,Sudan,2011,12,2460
4087,Northern Africa,TUN,Tunisia,2011,12,1500
4088,South Asia,BGD,Bangladesh,2011,12,6565
4089,South Asia,LKA,Sri Lanka,2011,12,665
4090,South Asia,NPL,Nepal,2011,12,1200
4091,South Asia,PAK,Pakistan,2011,12,18680
4092,Southeast Asia,KHM,Cambodia,2011,12,795
4093,Southeast Asia,MMR,Myanmar,2011,12,1900
4094,Southeast Asia,THA,Thailand,2011,12,6320
4095,Southeast Asia,VNM,Vietnam,2011,12,20
4096,Southern Africa,SWZ,eSwatini,2011,12,25
4097,Southern Africa,ZAF,South Africa,2011,12,535
4098,Southern Africa,ZMB,Zambia,2011,12,25
4099,Southern Africa,ZWE,Zimbabwe,2011,12,145
4100,Western Africa,BFA,Burkina Faso,2011,12,150
4101,Western Africa,CIV,Ivory Coast,2011,12,625
4102,Western Africa,GNB,Guinea-Bissau,2011,12,170
4103,Western Africa,LBR,Liberia,2011,12,70
4104,Western Africa,MLI,Mali,2011,12,175
4105,Western Africa,MRT,Mauritania,2011,12,150
4106,Western Africa,NER,Niger,2011,12,25
4107,Western Africa,NGA,Nigeria,2011,12,2040
4108,Western Africa,SEN,Senegal,2011,12,600
4109,Western Africa,SLE,Sierra Leone,2011,12,0
4110,Western Africa,TGO,Togo,2011,12,45
4111,Eastern Africa,ERI,Eritrea,2012,1,25
4112,Eastern Africa,ETH,Ethiopia,2012,1,100
4113,Eastern Africa,KEN,Kenya,2012,1,1850
4114,Eastern Africa,MDG,Madagascar,2012,1,280
4115,Eastern Africa,MOZ,Mozambique,2012,1,345
4116,Eastern Africa,MWI,Malawi,2012,1,70
4117,Eastern Africa,RWA,Rwanda,2012,1,300
4118,Eastern Africa,SOM,Somalia,2012,1,13535
4119,Eastern Africa,SSD,South Sudan,2012,1,1100
4120,Eastern Africa,TZA,Tanzania,2012,1,100
4121,Eastern Africa,UGA,Uganda,2012,1,335
4122,Middle Africa,CAF,Central African Republic,2012,1,345
4123,Middle Africa,CMR,Cameroon,2012,1,110
4124,Middle Africa,COD,Democratic Republic of Congo,2012,1,1750
4125,Northern Africa,DZA,Algeria,2012,1,1270
4126,Northern Africa,EGY,Egypt,2012,1,630
4127,Northern Africa,LBY,Libya,2012,1,1525
4128,Northern Africa,MAR,Morocco,2012,1,25
4129,Northern Africa,SDN,Sudan,2012,1,1475
4130,Northern Africa,TUN,Tunisia,2012,1,1470
4131,South Asia,BGD,Bangladesh,2012,1,7525
4132,South Asia,LKA,Sri Lanka,2012,1,605
4133,South Asia,NPL,Nepal,2012,1,1370
4134,South Asia,PAK,Pakistan,2012,1,25000
4135,Southeast Asia,KHM,Cambodia,2012,1,670
4136,Southeast Asia,MMR,Myanmar,2012,1,1055
4137,Southeast Asia,THA,Thailand,2012,1,3750
4138,Southern Africa,LSO,Lesotho,2012,1,25
4139,Southern Africa,NAM,Namibia,2012,1,40
4140,Southern Africa,SWZ,eSwatini,2012,1,45
4141,Southern Africa,ZAF,South Africa,2012,1,1695
4142,Southern Africa,ZWE,Zimbabwe,2012,1,445
4143,Western Africa,BFA,Burkina Faso,2012,1,40
4144,Western Africa,CIV,Ivory Coast,2012,1,25
4145,Western Africa,GHA,Ghana,2012,1,25
4146,Western Africa,MLI,Mali,2012,1,1290
4147,Western Africa,NGA,Nigeria,2012,1,3570
4148,Western Africa,SEN,Senegal,2012,1,740
4149,Eastern Africa,BDI,Burundi,2012,2,25
4150,Eastern Africa,ETH,Ethiopia,2012,2,575
4151,Eastern Africa,KEN,Kenya,2012,2,3040
4152,Eastern Africa,MDG,Madagascar,2012,2,200
4153,Eastern Africa,MOZ,Mozambique,2012,2,45
4154,Eastern Africa,MWI,Malawi,2012,2,45
4155,Eastern Africa,RWA,Rwanda,2012,2,75
4156,Eastern Africa,SOM,Somalia,2012,2,16670
4157,Eastern Africa,SSD,South Sudan,2012,2,575
4158,Eastern Africa,TZA,Tanzania,2012,2,225
4159,Eastern Africa,UGA,Uganda,2012,2,390
4160,Middle Africa,CAF,Central African Republic,2012,2,445
4161,Middle Africa,COD,Democratic Republic of Congo,2012,2,1760
4162,Northern Africa,DZA,Algeria,2012,2,1220
4163,Northern Africa,EGY,Egypt,2012,2,835
4164,Northern Africa,LBY,Libya,2012,2,1335
4165,Northern Africa,MAR,Morocco,2012,2,290
4166,Northern Africa,SDN,Sudan,2012,2,1545
4167,Northern Africa,TUN,Tunisia,2012,2,820
4168,South Asia,BGD,Bangladesh,2012,2,5875
4169,South Asia,LKA,Sri Lanka,2012,2,1045
4170,South Asia,NPL,Nepal,2012,2,800
4171,South Asia,PAK,Pakistan,2012,2,29135
4172,Southeast Asia,KHM,Cambodia,2012,2,480
4173,Southeast Asia,MMR,Myanmar,2012,2,3445
4174,Southeast Asia,THA,Thailand,2012,2,3415
4175,Southeast Asia,VNM,Vietnam,2012,2,20
4176,Southern Africa,LSO,Lesotho,2012,2,145
4177,Southern Africa,NAM,Namibia,2012,2,60
4178,Southern Africa,SWZ,eSwatini,2012,2,20
4179,Southern Africa,ZAF,South Africa,2012,2,2430
4180,Southern Africa,ZWE,Zimbabwe,2012,2,490
4181,Western Africa,BFA,Burkina Faso,2012,2,70
4182,Western Africa,MLI,Mali,2012,2,1670
4183,Western Africa,MRT,Mauritania,2012,2,40
4184,Western Africa,NGA,Nigeria,2012,2,3625
4185,Western Africa,SEN,Senegal,2012,2,885
4186,Eastern Africa,BDI,Burundi,2012,3,150
4187,Eastern Africa,ERI,Eritrea,2012,3,150
4188,Eastern Africa,ETH,Ethiopia,2012,3,275
4189,Eastern Africa,KEN,Kenya,2012,3,1060
4190,Eastern Africa,MDG,Madagascar,2012,3,300
4191,Eastern Africa,MOZ,Mozambique,2012,3,215
4192,Eastern Africa,MWI,Malawi,2012,3,300
4193,Eastern Africa,RWA,Rwanda,2012,3,300
4194,Eastern Africa,SOM,Somalia,2012,3,11310
4195,Eastern Africa,SSD,South Sudan,2012,3,1300
4196,Eastern Africa,TZA,Tanzania,2012,3,290
4197,Eastern Africa,UGA,Uganda,2012,3,395
4198,Middle Africa,AGO,Angola,2012,3,20
4199,Middle Africa,CAF,Central African Republic,2012,3,575
4200,Middle Africa,COD,Democratic Republic of Congo,2012,3,1705
4201,Northern Africa,DZA,Algeria,2012,3,1000
4202,Northern Africa,EGY,Egypt,2012,3,295
4203,Northern Africa,LBY,Libya,2012,3,1215
4204,Northern Africa,MAR,Morocco,2012,3,335
4205,Northern Africa,SDN,Sudan,2012,3,1940
4206,Northern Africa,TUN,Tunisia,2012,3,900
4207,South Asia,BGD,Bangladesh,2012,3,6185
4208,South Asia,LKA,Sri Lanka,2012,3,665
4209,South Asia,NPL,Nepal,2012,3,620
4210,South Asia,PAK,Pakistan,2012,3,28535
4211,Southeast Asia,KHM,Cambodia,2012,3,405
4212,Southeast Asia,LAO,Laos,2012,3,25
4213,Southeast Asia,MMR,Myanmar,2012,3,4080
4214,Southeast Asia,THA,Thailand,2012,3,5760
4215,Southeast Asia,VNM,Vietnam,2012,3,90
4216,Southern Africa,LSO,Lesotho,2012,3,75
4217,Southern Africa,NAM,Namibia,2012,3,20
4218,Southern Africa,SWZ,eSwatini,2012,3,20
4219,Southern Africa,ZAF,South Africa,2012,3,2935
4220,Southern Africa,ZWE,Zimbabwe,2012,3,625
4221,Western Africa,BFA,Burkina Faso,2012,3,280
4222,Western Africa,CIV,Ivory Coast,2012,3,25
4223,Western Africa,GHA,Ghana,2012,3,25
4224,Western Africa,GIN,Guinea,2012,3,65
4225,Western Africa,GNB,Guinea-Bissau,2012,3,25
4226,Western Africa,LBR,Liberia,2012,3,195
4227,Western Africa,MLI,Mali,2012,3,3975
4228,Western Africa,MRT,Mauritania,2012,3,40
4229,Western Africa,NER,Niger,2012,3,25
4230,Western Africa,NGA,Nigeria,2012,3,4960
4231,Western Africa,SEN,Senegal,2012,3,375
4232,Western Africa,SLE,Sierra Leone,2012,3,25
4233,Eastern Africa,ETH,Ethiopia,2012,4,1725
4234,Eastern Africa,KEN,Kenya,2012,4,435
4235,Eastern Africa,MDG,Madagascar,2012,4,115
4236,Eastern Africa,RWA,Rwanda,2012,4,75
4237,Eastern Africa,SOM,Somalia,2012,4,8620
4238,Eastern Africa,SSD,South Sudan,2012,4,2250
4239,Eastern Africa,TZA,Tanzania,2012,4,175
4240,Eastern Africa,UGA,Uganda,2012,4,365
4241,Middle Africa,AGO,Angola,2012,4,25
4242,Middle Africa,CAF,Central African Republic,2012,4,400
4243,Middle Africa,CMR,Cameroon,2012,4,0
4244,Middle Africa,COD,Democratic Republic of Congo,2012,4,4370
4245,Middle Africa,GAB,Gabon,2012,4,25
4246,Northern Africa,DZA,Algeria,2012,4,1230
4247,Northern Africa,EGY,Egypt,2012,4,530
4248,Northern Africa,LBY,Libya,2012,4,1970
4249,Northern Africa,MAR,Morocco,2012,4,20
4250,Northern Africa,SDN,Sudan,2012,4,1545
4251,Northern Africa,TUN,Tunisia,2012,4,995
4252,South Asia,BGD,Bangladesh,2012,4,6600
4253,South Asia,LKA,Sri Lanka,2012,4,145
4254,South Asia,NPL,Nepal,2012,4,945
4255,South Asia,PAK,Pakistan,2012,4,19405
4256,Southeast Asia,KHM,Cambodia,2012,4,775
4257,Southeast Asia,MMR,Myanmar,2012,4,4260
4258,Southeast Asia,THA,Thailand,2012,4,4615
4259,Southeast Asia,VNM,Vietnam,2012,4,145
4260,Southern Africa,LSO,Lesotho,2012,4,95
4261,Southern Africa,NAM,Namibia,2012,4,40
4262,Southern Africa,SWZ,eSwatini,2012,4,130
4263,Southern Africa,ZAF,South Africa,2012,4,1495
4264,Southern Africa,ZWE,Zimbabwe,2012,4,460
4265,Western Africa,BFA,Burkina Faso,2012,4,40
4266,Western Africa,CIV,Ivory Coast,2012,4,50
4267,Western Africa,GHA,Ghana,2012,4,45
4268,Western Africa,GIN,Guinea,2012,4,20
4269,Western Africa,GNB,Guinea-Bissau,2012,4,95
4270,Western Africa,MLI,Mali,2012,4,1590
4271,Western Africa,MRT,Mauritania,2012,4,110
4272,Western Africa,NGA,Nigeria,2012,4,4480
4273,Western Africa,SEN,Senegal,2012,4,50
4274,Western Africa,SLE,Sierra Leone,2012,4,65
4275,Western Africa,TGO,Togo,2012,4,45
4276,Eastern Africa,BDI,Burundi,2012,5,100
4277,Eastern Africa,ETH,Ethiopia,2012,5,925
4278,Eastern Africa,KEN,Kenya,2012,5,1060
4279,Eastern Africa,MDG,Madagascar,2012,5,710
4280,Eastern Africa,RWA,Rwanda,2012,5,175
4281,Eastern Africa,SOM,Somalia,2012,5,16335
4282,Eastern Africa,SSD,South Sudan,2012,5,1980
4283,Eastern Africa,TZA,Tanzania,2012,5,150
4284,Eastern Africa,UGA,Uganda,2012,5,180
4285,Middle Africa,AGO,Angola,2012,5,75
4286,Middle Africa,CAF,Central African Republic,2012,5,275
4287,Middle Africa,CMR,Cameroon,2012,5,40
4288,Middle Africa,COD,Democratic Republic of Congo,2012,5,4370
4289,Middle Africa,TCD,Chad,2012,5,150
4290,Northern Africa,DZA,Algeria,2012,5,1460
4291,Northern Africa,EGY,Egypt,2012,5,700
4292,Northern Africa,LBY,Libya,2012,5,460
4293,Northern Africa,MAR,Morocco,2012,5,150
4294,Northern Africa,SDN,Sudan,2012,5,2765
4295,Northern Africa,TUN,Tunisia,2012,5,580
4296,South Asia,BGD,Bangladesh,2012,5,6340
4297,South Asia,LKA,Sri Lanka,2012,5,160
4298,South Asia,NPL,Nepal,2012,5,3900
4299,South Asia,PAK,Pakistan,2012,5,20975
4300,Southeast Asia,KHM,Cambodia,2012,5,750
4301,Southeast Asia,MMR,Myanmar,2012,5,7045
4302,Southeast Asia,THA,Thailand,2012,5,3470
4303,Southeast Asia,VNM,Vietnam,2012,5,50
4304,Southern Africa,LSO,Lesotho,2012,5,75
4305,Southern Africa,NAM,Namibia,2012,5,220
4306,Southern Africa,SWZ,eSwatini,2012,5,45
4307,Southern Africa,ZAF,South Africa,2012,5,2100
4308,Southern Africa,ZWE,Zimbabwe,2012,5,315
4309,Western Africa,BEN,Benin,2012,5,65
4310,Western Africa,BFA,Burkina Faso,2012,5,140
4311,Western Africa,GHA,Ghana,2012,5,20
4312,Western Africa,GIN,Guinea,2012,5,65
4313,Western Africa,GMB,Gambia,2012,5,70
4314,Western Africa,GNB,Guinea-Bissau,2012,5,0
4315,Western Africa,LBR,Liberia,2012,5,45
4316,Western Africa,MLI,Mali,2012,5,1560
4317,Western Africa,MRT,Mauritania,2012,5,285
4318,Western Africa,NER,Niger,2012,5,75
4319,Western Africa,NGA,Nigeria,2012,5,3105
4320,Western Africa,SEN,Senegal,2012,5,300
4321,Western Africa,TGO,Togo,2012,5,25
4322,Eastern Africa,BDI,Burundi,2012,6,75
4323,Eastern Africa,ERI,Eritrea,2012,6,175
4324,Eastern Africa,ETH,Ethiopia,2012,6,1000
4325,Eastern Africa,KEN,Kenya,2012,6,1445
4326,Eastern Africa,MDG,Madagascar,2012,6,25
4327,Eastern Africa,MOZ,Mozambique,2012,6,175
4328,Eastern Africa,RWA,Rwanda,2012,6,100
4329,Eastern Africa,SOM,Somalia,2012,6,14080
4330,Eastern Africa,SSD,South Sudan,2012,6,1125
4331,Eastern Africa,UGA,Uganda,2012,6,165
4332,Middle Africa,AGO,Angola,2012,6,20
4333,Middle Africa,CAF,Central African Republic,2012,6,275
4334,Middle Africa,COD,Democratic Republic of Congo,2012,6,4810
4335,Middle Africa,COG,Republic of Congo,2012,6,20
4336,Middle Africa,GAB,Gabon,2012,6,40
4337,Middle Africa,GNQ,Equatorial Guinea,2012,6,150
4338,Northern Africa,DZA,Algeria,2012,6,1585
4339,Northern Africa,EGY,Egypt,2012,6,1015
4340,Northern Africa,LBY,Libya,2012,6,3495
4341,Northern Africa,MAR,Morocco,2012,6,80
4342,Northern Africa,SDN,Sudan,2012,6,4620
4343,Northern Africa,TUN,Tunisia,2012,6,760
4344,South Asia,BGD,Bangladesh,2012,6,5140
4345,South Asia,LKA,Sri Lanka,2012,6,520
4346,South Asia,NPL,Nepal,2012,6,1075
4347,South Asia,PAK,Pakistan,2012,6,26130
4348,Southeast Asia,KHM,Cambodia,2012,6,225
4349,Southeast Asia,MMR,Myanmar,2012,6,6305
4350,Southeast Asia,THA,Thailand,2012,6,3260
4351,Southeast Asia,VNM,Vietnam,2012,6,110
4352,Southern Africa,LSO,Lesotho,2012,6,25
4353,Southern Africa,NAM,Namibia,2012,6,60
4354,Southern Africa,SWZ,eSwatini,2012,6,205
4355,Southern Africa,ZAF,South Africa,2012,6,2655
4356,Southern Africa,ZMB,Zambia,2012,6,120
4357,Southern Africa,ZWE,Zimbabwe,2012,6,185
4358,Western Africa,BFA,Burkina Faso,2012,6,185
4359,Western Africa,CIV,Ivory Coast,2012,6,295
4360,Western Africa,GHA,Ghana,2012,6,645
4361,Western Africa,GIN,Guinea,2012,6,130
4362,Western Africa,GMB,Gambia,2012,6,75
4363,Western Africa,GNB,Guinea-Bissau,2012,6,0
4364,Western Africa,LBR,Liberia,2012,6,0
4365,Western Africa,MLI,Mali,2012,6,1650
4366,Western Africa,MRT,Mauritania,2012,6,335
4367,Western Africa,NER,Niger,2012,6,150
4368,Western Africa,NGA,Nigeria,2012,6,6730
4369,Western Africa,SEN,Senegal,2012,6,40
4370,Western Africa,SLE,Sierra Leone,2012,6,25
4371,Western Africa,TGO,Togo,2012,6,95
4372,Eastern Africa,BDI,Burundi,2012,7,75
4373,Eastern Africa,ETH,Ethiopia,2012,7,1615
4374,Eastern Africa,KEN,Kenya,2012,7,1245
4375,Eastern Africa,MDG,Madagascar,2012,7,345
4376,Eastern Africa,MOZ,Mozambique,2012,7,135
4377,Eastern Africa,MWI,Malawi,2012,7,20
4378,Eastern Africa,RWA,Rwanda,2012,7,0
4379,Eastern Africa,SOM,Somalia,2012,7,22755
4380,Eastern Africa,SSD,South Sudan,2012,7,545
4381,Eastern Africa,TZA,Tanzania,2012,7,220
4382,Eastern Africa,UGA,Uganda,2012,7,345
4383,Middle Africa,AGO,Angola,2012,7,70
4384,Middle Africa,CAF,Central African Republic,2012,7,325
4385,Middle Africa,COD,Democratic Republic of Congo,2012,7,12730
4386,Middle Africa,COG,Republic of Congo,2012,7,25
4387,Middle Africa,TCD,Chad,2012,7,175
4388,Northern Africa,DZA,Algeria,2012,7,1535
4389,Northern Africa,EGY,Egypt,2012,7,1135
4390,Northern Africa,LBY,Libya,2012,7,870
4391,Northern Africa,SDN,Sudan,2012,7,4790
4392,Northern Africa,TUN,Tunisia,2012,7,135
4393,South Asia,BGD,Bangladesh,2012,7,5145
4394,South Asia,LKA,Sri Lanka,2012,7,640
4395,South Asia,NPL,Nepal,2012,7,715
4396,South Asia,PAK,Pakistan,2012,7,18870
4397,Southeast Asia,KHM,Cambodia,2012,7,435
4398,Southeast Asia,LAO,Laos,2012,7,150
4399,Southeast Asia,MMR,Myanmar,2012,7,5405
4400,Southeast Asia,THA,Thailand,2012,7,4390
4401,Southeast Asia,VNM,Vietnam,2012,7,130
4402,Southern Africa,NAM,Namibia,2012,7,220
4403,Southern Africa,SWZ,eSwatini,2012,7,205
4404,Southern Africa,ZAF,South Africa,2012,7,2090
4405,Southern Africa,ZMB,Zambia,2012,7,350
