,iso3,country,year,month,unrest_index
297,MAR,Morocco,2006,10,0.07099912696585753
298,SDN,Sudan,2006,10,0.13504377714034804
299,DZA,Algeria,2006,11,0.0946122260217385
300,MAR,Morocco,2006,11,0.07030651157048431
301,SDN,Sudan,2006,11,0.320901776157512
302,DZA,Algeria,2006,12,0.008777844461369338
303,EGY,Egypt,2006,12,0.038546102777514385
304,MAR,Morocco,2006,12,0.0007802528410106313
305,SDN,Sudan,2006,12,0.13209984611852832
306,TUN,Tunisia,2006,12,0.002925948153789798
307,DZA,Algeria,2007,1,0.08975105612975318
308,MAR,Morocco,2007,1,0.0003901264205052879
309,SDN,Sudan,2007,1,0.15975917485812563
310,TUN,Tunisia,2007,1,0.002925948153789798
311,DZA,Algeria,2007,2,0.06680914951153319
312,EGY,Egypt,2007,2,0.008994310443118686
313,MAR,Morocco,2007,2,0.0003901264205052879
314,SDN,Sudan,2007,2,0.30215179522246405
315,DZA,Algeria,2007,3,0.1912508485921493
316,EGY,Egypt,2007,3,0.0904115813968892
317,MAR,Morocco,2007,3,0.07027817966041519
318,SDN,Sudan,2007,3,0.11694564546793623
319,DZA,Algeria,2007,4,0.10355708633875449
320,EGY,Egypt,2007,4,0.0086079109705689
321,MAR,Morocco,2007,4,0.0014629740768948851
322,SDN,Sudan,2007,4,0.21159696049339125
323,DZA,Algeria,2007,5,0.21722377323594033
324,EGY,Egypt,2007,5,0.021992965334851844
325,MAR,Morocco,2007,5,0.001755568892273851
326,SDN,Sudan,2007,5,0.07893474514473564
327,DZA,Algeria,2007,6,0.08095123225485039
328,EGY,Egypt,2007,6,0.025881746161650537
329,MAR,Morocco,2007,6,0.0008777844461369255
330,SDN,Sudan,2007,6,0.1118822855335994
331,DZA,Algeria,2007,7,0.08338952238300854
332,EGY,Egypt,2007,7,0.013510038649867578
333,LBY,Libya,2007,7,0.10830058432039158
334,MAR,Morocco,2007,7,0.002925948153789798
335,SDN,Sudan,2007,7,0.03930376008583408
336,DZA,Algeria,2007,8,0.051204092691321035
337,EGY,Egypt,2007,8,0.013061881164036948
338,MAR,Morocco,2007,8,0.1428184514330072
339,SDN,Sudan,2007,8,0.0949150064541554
340,DZA,Algeria,2007,9,0.05744611541940589
341,MAR,Morocco,2007,9,0.07154891394983887
342,SDN,Sudan,2007,9,0.1680681266021625
343,DZA,Algeria,2007,10,0.13403568278318262
344,SDN,Sudan,2007,10,0.09589273967490775
345,DZA,Algeria,2007,11,0.06663744532113183
346,SDN,Sudan,2007,11,0.2559220299139164
347,DZA,Algeria,2007,12,0.09067395128557829
348,EGY,Egypt,2007,12,0.021786299761278882
349,MAR,Morocco,2007,12,0.0004876580256316376
350,SDN,Sudan,2007,12,0.2677762075078075
351,DZA,Algeria,2008,1,0.033063214137824426
352,EGY,Egypt,2008,1,0.07131222312313054
353,MAR,Morocco,2008,1,0.0004876580256316376
354,SDN,Sudan,2008,1,0.07065028820241764
355,TUN,Tunisia,2008,1,0.00351113778454773
356,DZA,Algeria,2008,2,0.04925346058879454
357,EGY,Egypt,2008,2,0.019881960337389065
358,SDN,Sudan,2008,2,0.4117468989708655
359,TUN,Tunisia,2008,2,0.0003901264205052879
360,DZA,Algeria,2008,3,0.10044800435103718
361,EGY,Egypt,2008,3,0.02441718838011689
362,LBY,Libya,2008,3,0.0
363,MAR,Morocco,2008,3,0.07177454530542529
364,SDN,Sudan,2008,3,0.23150406669257642
365,TUN,Tunisia,2008,3,0.0003901264205052879
366,DZA,Algeria,2008,4,0.26107366356750294
367,EGY,Egypt,2008,4,0.10489351535880699
368,SDN,Sudan,2008,4,0.265686202763543
369,TUN,Tunisia,2008,4,0.024840573691502693
370,DZA,Algeria,2008,5,0.08470842401595419
371,EGY,Egypt,2008,5,0.06242109681106023
372,LBY,Libya,2008,5,0.0004876580256316376
373,MAR,Morocco,2008,5,0.07285435358187908
374,SDN,Sudan,2008,5,0.19748844795481493
375,TUN,Tunisia,2008,5,0.024840127353190383
376,DZA,Algeria,2008,6,0.0442793487273519
377,EGY,Egypt,2008,6,0.019721330484202104
378,LBY,Libya,2008,6,0.0003901264205052879
379,MAR,Morocco,2008,6,0.0733971065384515
380,SDN,Sudan,2008,6,0.07115732458906338
381,TUN,Tunisia,2008,6,0.024976566122020483
382,DZA,Algeria,2008,7,0.03160024006092954
383,EGY,Egypt,2008,7,0.007217338779348131
384,MAR,Morocco,2008,7,0.07367622418755237
385,SDN,Sudan,2008,7,0.23408562940781727
