,index,Country Code,World Bank Code,Country,Year,Assassinations,General Strikes,Guerrilla Warfare,Government Crises,Purges,Riots,Revolutions,Anti-Government Demonstrations,Weighted Conflict Index,Type of Regime,Head of State,Effective Executive (Type),Effective Executive (Selection),Degree of Parliamentary Responsibility,Legislative Effectiveness
0,76,0010,AFG,Afghanistan,2000,0,0,1,0,0,0,1,0,-0.17685030154356093,2,4,5,3,0,0
1,77,0010,AFG,Afghanistan,2001,1,0,1,1,0,0,1,0,-0.1620802754881264,2,4,5,3,0,0
2,78,0010,AFG,Afghanistan,2002,3,0,2,0,1,0,1,1,-0.10951790518408883,2,4,5,3,0,0
3,79,0010,AFG,Afghanistan,2003,1,0,2,1,0,0,2,0,-0.07995157188806769,2,2,5,3,0,0
4,80,0010,AFG,Afghanistan,2004,3,0,2,0,0,1,2,1,-0.05858496835947642,2,2,2,1,0,1
5,81,0010,AFG,Afghanistan,2005,2,0,1,0,0,1,1,3,-0.1423693866241123,1,2,2,1,0,1
6,82,0010,AFG,Afghanistan,2006,2,0,1,0,0,1,1,0,-0.15222483105611934,1,2,2,1,0,1
7,83,0010,AFG,Afghanistan,2007,1,0,1,1,0,0,1,1,-0.15879512734412404,1,2,2,1,0,1
8,84,0010,AFG,Afghanistan,2008,1,0,1,0,0,0,1,1,-0.16536542363212872,1,2,2,1,0,1
9,85,0010,AFG,Afghanistan,2009,1,0,1,1,0,0,1,1,-0.15879512734412404,1,2,2,1,0,1
10,86,0010,AFG,Afghanistan,2010,1,0,1,1,0,0,1,0,-0.1620802754881264,1,2,2,1,0,1
11,87,0010,AFG,Afghanistan,2011,7,0,1,1,0,0,1,1,-0.1094916239989368,1,2,2,1,0,1
12,88,0010,AFG,Afghanistan,2012,6,1,5,0,0,2,0,1,-0.019163190631448244,1,2,2,1,0,1
13,89,0010,AFG,Afghanistan,2013,4,0,30,0,0,1,0,1,0.7709280785936924,1,2,2,1,0,1
14,90,0010,AFG,Afghanistan,2014,4,0,53,0,0,1,0,4,1.5363413149610874,1,2,2,1,0,1
15,91,0010,AFG,Afghanistan,2015,3,0,103,0,0,1,0,4,3.170715657194832,1,2,2,1,0,1
16,92,0010,AFG,Afghanistan,2016,2,0,95,1,0,0,0,3,2.8947632130986345,1,2,2,1,0,1
17,93,0010,AFG,Afghanistan,2017,1,0,149,0,0,1,0,4,4.6654580627159,1,2,2,1,0,1
18,94,0010,AFG,Afghanistan,2018,2,0,214,0,0,2,0,3,6.813944948893435,1,2,2,1,0,1
19,95,0010,AFG,Afghanistan,2019,1,0,246,0,0,2,0,3,7.856966344021605,1,2,2,1,0,1
20,233,0030,DZA,Algeria,2000,0,0,0,0,0,0,1,0,-0.2097017829835844,,2,2,1,2,2
21,234,0030,DZA,Algeria,2001,0,0,0,0,0,2,1,2,-0.186705745975568,,2,2,1,2,2
22,235,0030,DZA,Algeria,2002,0,0,1,0,0,0,1,2,-0.17028000525555625,,2,2,1,2,2
23,236,0030,DZA,Algeria,2003,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,2,2
24,237,0030,DZA,Algeria,2004,0,0,0,0,0,0,1,0,-0.2097017829835844,1,2,2,1,2,2
25,238,0030,DZA,Algeria,2005,0,0,0,0,0,0,1,0,-0.2097017829835844,1,2,2,1,2,2
26,239,0030,DZA,Algeria,2006,0,0,0,0,0,0,1,0,-0.2097017829835844,1,2,2,1,2,2
27,240,0030,DZA,Algeria,2007,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
28,241,0030,DZA,Algeria,2008,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
29,242,0030,DZA,Algeria,2009,0,0,1,0,0,0,0,0,-0.22612752370359615,1,2,2,1,1,1
30,243,0030,DZA,Algeria,2010,1,0,1,0,0,0,0,0,-0.2179277939361663,1,2,2,1,1,1
31,244,0030,DZA,Algeria,2011,0,0,0,0,0,1,0,3,-0.24089754975903072,1,2,2,1,1,1
32,245,0030,DZA,Algeria,2012,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
33,246,0030,DZA,Algeria,2013,0,0,1,0,0,0,0,3,-0.21627207927158912,1,2,2,1,1,1
34,247,0030,DZA,Algeria,2014,0,0,2,0,0,4,0,3,-0.15056911639154216,1,2,2,1,1,1
35,248,0030,DZA,Algeria,2015,0,1,2,0,0,1,0,4,-0.16536542363212872,1,2,2,1,1,1
36,249,0030,DZA,Algeria,2016,0,0,2,0,0,1,0,0,-0.18507631249614281,1,2,2,1,1,1
37,250,0030,DZA,Algeria,2017,0,0,4,0,0,1,0,2,-0.11280305332809117,1,2,2,1,1,1
38,251,0030,DZA,Algeria,2018,0,3,4,0,0,2,0,4,-0.0782958572234905,1,2,2,1,1,1
39,252,0030,DZA,Algeria,2019,0,7,0,1,0,8,0,65,0.07282095740061749,1,2,2,1,1,1
40,594,0045,ARM,Armenia,2000,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
41,595,0045,ARM,Armenia,2001,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
42,596,0045,ARM,Armenia,2002,1,0,0,0,0,0,0,1,-0.24749412723218742,1,2,2,1,1,1
43,597,0045,ARM,Armenia,2003,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
44,598,0045,ARM,Armenia,2004,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
45,599,0045,ARM,Armenia,2005,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
46,600,0045,ARM,Armenia,2006,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
47,601,0045,ARM,Armenia,2007,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
48,602,0045,ARM,Armenia,2008,0,0,0,1,0,0,0,0,-0.25240870885561495,1,2,2,1,1,1
49,603,0045,ARM,Armenia,2009,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
50,604,0045,ARM,Armenia,2010,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
51,605,0045,ARM,Armenia,2011,0,0,0,0,0,0,0,1,-0.2556938569996173,1,2,2,1,1,1
52,606,0045,ARM,Armenia,2012,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
53,607,0045,ARM,Armenia,2013,1,0,0,0,0,0,0,0,-0.25077927537618977,1,2,2,1,1,1
54,608,0045,ARM,Armenia,2014,0,0,0,0,0,1,0,1,-0.24746784604703542,1,2,2,1,1,1
55,609,0045,ARM,Armenia,2015,0,0,0,0,0,0,0,2,-0.25240870885561495,1,2,2,1,1,1
56,610,0045,ARM,Armenia,2016,0,0,1,1,1,1,0,1,-0.20147577203100253,1,2,3,2,2,2
57,611,0045,ARM,Armenia,2017,0,0,0,0,0,0,0,2,-0.25240870885561495,1,2,3,2,2,2
58,612,0045,ARM,Armenia,2018,0,1,0,1,1,1,0,5,-0.21461636460701192,1,2,3,2,2,2
59,613,0045,ARM,Armenia,2019,0,0,0,0,0,2,0,2,-0.2359829681356032,1,2,3,2,2,2
60,1071,0064,AZE,Azerbaijan,2000,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
61,1072,0064,AZE,Azerbaijan,2001,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
62,1073,0064,AZE,Azerbaijan,2002,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
63,1074,0064,AZE,Azerbaijan,2003,0,0,0,0,0,0,0,1,-0.2556938569996173,1,2,2,1,1,1
64,1075,0064,AZE,Azerbaijan,2004,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
65,1076,0064,AZE,Azerbaijan,2005,0,0,0,0,1,1,0,2,-0.23763868280018038,1,2,2,1,1,1
66,1077,0064,AZE,Azerbaijan,2006,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
67,1078,0064,AZE,Azerbaijan,2007,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
68,1079,0064,AZE,Azerbaijan,2008,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
69,1080,0064,AZE,Azerbaijan,2009,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
70,1081,0064,AZE,Azerbaijan,2010,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
71,1082,0064,AZE,Azerbaijan,2011,0,0,0,0,1,0,0,2,-0.24583841256761024,1,2,2,1,1,1
72,1083,0064,AZE,Azerbaijan,2012,0,0,0,0,0,1,0,3,-0.24089754975903072,1,2,2,1,1,1
73,1084,0064,AZE,Azerbaijan,2013,0,0,0,0,0,1,0,1,-0.24746784604703542,1,2,2,1,1,1
74,1085,0064,AZE,Azerbaijan,2014,0,0,0,0,1,0,0,3,-0.2425532644236079,1,2,2,1,1,1
75,1086,0064,AZE,Azerbaijan,2015,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
76,1087,0064,AZE,Azerbaijan,2016,0,0,0,0,0,2,0,2,-0.2359829681356032,1,2,2,1,1,1
77,1088,0064,AZE,Azerbaijan,2017,0,0,0,0,0,0,0,3,-0.2491235607116126,1,2,2,1,1,1
78,1089,0064,AZE,Azerbaijan,2018,1,0,0,0,1,1,0,0,-0.2359829681356032,1,2,2,1,1,1
79,1090,0064,AZE,Azerbaijan,2019,0,0,0,0,1,0,0,2,-0.24583841256761024,1,2,2,1,1,1
80,1122,0065,BHR,Bahrain,2000,0,0,0,0,0,0,0,0,-0.25897900514361966,1,1,1,3,1,0
81,1123,0065,BHR,Bahrain,2001,0,0,0,0,0,0,0,0,-0.25897900514361966,1,1,1,3,1,0
82,1124,0065,BHR,Bahrain,2002,0,0,0,0,0,0,0,0,-0.25897900514361966,1,1,1,3,1,1
83,1125,0065,BHR,Bahrain,2003,0,0,0,0,0,0,0,0,-0.25897900514361966,1,1,1,3,1,1
84,1126,0065,BHR,Bahrain,2004,0,0,0,0,0,0,0,0,-0.25897900514361966,1,1,1,3,1,1
85,1127,0065,BHR,Bahrain,2005,0,0,0,0,0,0,0,1,-0.2556938569996173,1,1,1,3,1,1
86,1128,0065,BHR,Bahrain,2006,0,0,0,0,0,1,0,0,-0.25077927537618977,1,1,1,3,1,1
87,1129,0065,BHR,Bahrain,2007,0,0,0,0,0,0,0,0,-0.25897900514361966,1,1,1,3,1,1
88,1130,0065,BHR,Bahrain,2008,0,0,0,0,0,0,0,0,-0.25897900514361966,1,1,1,3,1,1
89,1131,0065,BHR,Bahrain,2009,0,0,0,0,0,0,0,0,-0.25897900514361966,1,1,1,3,1,1
90,1132,0065,BHR,Bahrain,2010,0,0,0,0,0,0,0,0,-0.25897900514361966,1,1,1,3,1,1
91,1133,0065,BHR,Bahrain,2011,0,0,0,0,1,6,0,33,-0.09472159794350224,1,1,1,3,1,1
92,1134,0065,BHR,Bahrain,2012,0,0,0,0,1,13,0,15,-0.0963510314229274,1,1,1,3,1,1
93,1135,0065,BHR,Bahrain,2013,0,0,0,0,2,5,0,5,-0.18833517945499315,1,1,1,3,1,1
94,1136,0065,BHR,Bahrain,2014,0,0,6,0,1,7,0,24,0.08104696835319937,1,1,1,3,1,1
95,1137,0065,BHR,Bahrain,2015,0,0,2,0,4,2,0,4,-0.13742852381553278,1,1,1,3,1,1
96,1138,0065,BHR,Bahrain,2016,0,0,0,0,0,5,0,9,-0.18833517945499315,1,1,1,3,1,1
97,1139,0065,BHR,Bahrain,2017,0,0,4,0,0,3,0,2,-0.0963510314229274,1,1,1,3,1,1
98,1140,0065,BHR,Bahrain,2018,0,1,0,0,0,1,0,0,-0.2442089790881851,1,1,1,3,1,1
99,1141,0065,BHR,Bahrain,2019,0,0,1,0,0,1,0,1,-0.21461636460701192,1,1,1,3,1,1
100,4557,0325,DJI,Djibouti,2000,0,0,0,0,0,0,1,0,-0.2097017829835844,1,2,2,1,1,1
101,4558,0325,DJI,Djibouti,2001,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
102,4559,0325,DJI,Djibouti,2002,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
103,4560,0325,DJI,Djibouti,2003,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
104,4561,0325,DJI,Djibouti,2004,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
105,4562,0325,DJI,Djibouti,2005,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
106,4563,0325,DJI,Djibouti,2006,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
107,4564,0325,DJI,Djibouti,2007,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
108,4565,0325,DJI,Djibouti,2008,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
109,4566,0325,DJI,Djibouti,2009,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
110,4567,0325,DJI,Djibouti,2010,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
111,4568,0325,DJI,Djibouti,2011,0,0,0,0,0,0,0,1,-0.2556938569996173,1,2,2,1,1,1
112,4569,0325,DJI,Djibouti,2012,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
113,4570,0325,DJI,Djibouti,2013,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
114,4571,0325,DJI,Djibouti,2014,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
115,4572,0325,DJI,Djibouti,2015,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
116,4573,0325,DJI,Djibouti,2016,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
117,4574,0325,DJI,Djibouti,2017,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
118,4575,0325,DJI,Djibouti,2018,0,0,0,0,0,1,0,0,-0.25077927537618977,1,2,2,1,1,1
119,4576,0325,DJI,Djibouti,2019,0,0,0,0,0,2,0,0,-0.2425532644236079,1,2,2,1,1,1
120,5822,0415,GEO,Georgia,2000,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,0,0
121,5823,0415,GEO,Georgia,2001,0,0,1,1,0,0,1,0,-0.17028000525555625,1,2,2,1,0,0
122,5824,0415,GEO,Georgia,2002,0,0,0,0,0,0,1,0,-0.2097017829835844,1,2,2,1,0,0
123,5825,0415,GEO,Georgia,2003,0,0,1,1,0,1,1,1,-0.15879512734412404,1,4,5,3,0,1
124,5826,0415,GEO,Georgia,2004,0,0,2,1,0,1,2,0,-0.07995157188806769,1,2,2,1,2,2
125,5827,0415,GEO,Georgia,2005,0,0,0,1,0,1,1,0,-0.19493175692814987,1,2,2,1,2,2
126,5828,0415,GEO,Georgia,2006,0,0,0,0,0,0,1,0,-0.2097017829835844,1,2,2,1,2,2
127,5829,0415,GEO,Georgia,2007,0,0,0,1,0,1,1,1,-0.19164660878414752,1,2,2,1,2,2
128,5830,0415,GEO,Georgia,2008,0,0,0,1,0,0,0,0,-0.25240870885561495,1,2,2,1,2,2
129,5831,0415,GEO,Georgia,2009,0,0,0,2,0,0,0,4,-0.23269781999160086,1,2,2,1,2,2
130,5832,0415,GEO,Georgia,2010,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,2,2
131,5833,0415,GEO,Georgia,2011,0,0,0,0,0,1,0,2,-0.2442089790881851,1,2,2,1,2,2
132,5834,0415,GEO,Georgia,2012,0,0,0,0,1,0,0,1,-0.2491235607116126,1,2,2,1,2,2
133,5835,0415,GEO,Georgia,2013,0,0,0,0,1,2,0,0,-0.2359829681356032,1,2,2,1,2,2
134,5836,0415,GEO,Georgia,2014,0,0,0,1,1,0,0,2,-0.23926811627960554,1,2,2,1,2,2
135,5837,0415,GEO,Georgia,2015,0,0,0,1,0,0,0,0,-0.25240870885561495,1,2,2,1,2,2
136,5838,0415,GEO,Georgia,2016,0,0,0,0,0,1,0,1,-0.24746784604703542,1,2,2,1,2,2
137,5839,0415,GEO,Georgia,2017,0,0,0,0,0,1,0,1,-0.24746784604703542,1,2,2,1,2,2
138,5840,0415,GEO,Georgia,2018,0,0,0,1,0,0,0,6,-0.23269781999160086,1,2,2,1,2,2
139,5841,0415,GEO,Georgia,2019,0,0,0,0,0,2,0,6,-0.2228423755595938,1,2,2,1,2,2
140,7904,0540,IRN,Iran,2000,1,0,0,0,0,0,0,0,-0.25077927537618977,4,2,2,1,0,2
141,7905,0540,IRN,Iran,2001,0,0,0,0,0,1,0,0,-0.25077927537618977,4,2,2,1,0,2
142,7906,0540,IRN,Iran,2002,0,0,0,0,0,0,0,3,-0.2491235607116126,4,2,2,1,0,2
143,7907,0540,IRN,Iran,2003,0,0,0,0,0,2,0,4,-0.2294126718475985,4,2,2,1,0,2
144,7908,0540,IRN,Iran,2004,0,0,0,1,0,0,0,0,-0.25240870885561495,4,2,2,1,0,2
145,7909,0540,IRN,Iran,2005,1,0,0,0,0,0,0,0,-0.25077927537618977,4,2,2,1,0,2
146,7910,0540,IRN,Iran,2006,0,0,0,0,0,1,0,2,-0.2442089790881851,4,2,2,1,0,2
147,7911,0540,IRN,Iran,2007,0,0,0,0,0,0,0,0,-0.25897900514361966,4,4,2,1,0,1
148,7912,0540,IRN,Iran,2008,0,0,0,1,0,0,0,0,-0.25240870885561495,4,4,2,1,0,1
149,7913,0540,IRN,Iran,2009,0,0,0,1,0,3,0,15,-0.17850601620813814,4,4,2,1,0,1
150,7914,0540,IRN,Iran,2010,0,0,0,0,0,2,0,0,-0.2425532644236079,4,4,2,1,0,1
151,7915,0540,IRN,Iran,2011,0,0,0,0,2,2,0,7,-0.20641663483958206,4,4,2,1,0,1
152,7916,0540,IRN,Iran,2012,0,0,0,0,0,1,0,1,-0.24746784604703542,4,4,2,1,0,1
153,7917,0540,IRN,Iran,2013,1,0,0,0,0,0,0,1,-0.24746784604703542,4,4,2,1,0,1
154,7918,0540,IRN,Iran,2014,0,0,0,0,0,1,0,8,-0.224498090224171,4,4,2,1,0,1
155,7919,0540,IRN,Iran,2015,0,0,0,0,1,3,0,3,-0.2179277939361663,4,4,2,1,0,1
156,7920,0540,IRN,Iran,2016,1,1,6,0,0,3,0,13,0.020258587096579926,4,4,2,1,0,1
157,7921,0540,IRN,Iran,2017,0,0,7,0,0,1,0,2,-0.014248609008020734,4,4,2,1,0,1
158,7922,0540,IRN,Iran,2018,0,7,15,0,0,8,0,14,0.39148032736884525,4,4,2,1,0,1
159,7923,0540,IRN,Iran,2019,0,1,9,0,1,6,0,3,0.10895758698464332,4,4,2,1,0,1
160,7988,0550,IRQ,Iraq,2000,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,3,1,1
161,7989,0550,IRQ,Iraq,2001,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,3,1,1
162,7990,0550,IRQ,Iraq,2002,1,0,1,0,0,0,1,0,-0.16865057177613108,1,2,2,3,1,1
163,7991,0550,IRQ,Iraq,2003,0,0,1,0,0,0,1,0,-0.17685030154356093,4,4,5,3,0,0
164,7992,0550,IRQ,Iraq,2004,6,0,1,0,0,2,1,4,-0.09800674608750459,4,2,5,3,0,0
165,7993,0550,IRQ,Iraq,2005,8,0,4,2,2,1,1,3,0.03174346500801214,4,2,5,3,2,2
166,7994,0550,IRQ,Iraq,2006,10,0,2,2,0,2,1,4,-0.019163190631448244,4,2,5,3,2,2
167,7995,0550,IRQ,Iraq,2007,2,0,1,1,0,0,2,0,-0.10457704237550929,1,2,3,2,2,2
168,7996,0550,IRQ,Iraq,2008,0,0,1,1,0,0,2,1,-0.11771763495151868,1,2,3,2,2,2
169,7997,0550,IRQ,Iraq,2009,4,0,0,1,0,0,1,0,-0.17028000525555625,1,2,3,2,2,2
170,7998,0550,IRQ,Iraq,2010,1,0,1,1,0,0,0,0,-0.2113574976481616,1,2,3,2,2,2
171,7999,0550,IRQ,Iraq,2011,2,0,1,1,1,7,0,13,-0.0963510314229274,1,2,3,2,2,2
172,8000,0550,IRQ,Iraq,2012,2,0,2,0,2,1,0,3,-0.14565453476811466,1,2,3,2,2,2
173,8001,0550,IRQ,Iraq,2013,2,0,66,0,0,6,0,5,1.9913474734979888,1,2,3,2,2,2
174,8002,0550,IRQ,Iraq,2014,5,0,231,1,0,1,0,0,7.385560725949844,1,2,3,2,2,2
175,8003,0550,IRQ,Iraq,2015,1,0,98,0,0,2,0,2,2.99168822393928,1,2,3,2,2,2
176,8004,0550,IRQ,Iraq,2016,0,0,213,1,0,4,0,4,6.790948911885419,1,2,3,2,2,2
177,8005,0550,IRQ,Iraq,2017,0,0,247,0,0,4,0,4,7.901328984558212,1,2,3,2,2,2
178,8006,0550,IRQ,Iraq,2018,0,0,322,0,0,10,0,5,10.41775246286401,1,2,3,2,2,2
179,8007,0550,IRQ,Iraq,2019,0,5,259,1,0,46,0,2,8.673338798398765,1,2,3,2,2,2
180,8876,0610,JOR,Jordan,2000,0,0,0,0,0,0,0,0,-0.25897900514361966,1,1,1,3,1,1
181,8877,0610,JOR,Jordan,2001,0,0,0,0,0,0,0,0,-0.25897900514361966,1,1,1,3,1,1
182,8878,0610,JOR,Jordan,2002,0,0,0,0,0,1,0,0,-0.25077927537618977,1,1,1,3,1,1
183,8879,0610,JOR,Jordan,2003,0,0,0,0,0,0,0,0,-0.25897900514361966,1,1,1,3,1,1
184,8880,0610,JOR,Jordan,2004,0,0,0,0,0,0,0,0,-0.25897900514361966,1,1,1,3,1,1
185,8881,0610,JOR,Jordan,2005,0,0,0,0,0,0,0,0,-0.25897900514361966,1,1,1,3,1,1
186,8882,0610,JOR,Jordan,2006,0,0,0,0,0,0,0,0,-0.25897900514361966,1,1,1,3,1,1
187,8883,0610,JOR,Jordan,2007,0,0,0,0,0,0,0,0,-0.25897900514361966,1,1,1,3,1,1
188,8884,0610,JOR,Jordan,2008,0,0,0,0,0,0,0,0,-0.25897900514361966,1,1,1,3,1,1
189,8885,0610,JOR,Jordan,2009,0,0,0,0,0,0,0,0,-0.25897900514361966,1,1,1,3,1,1
190,8886,0610,JOR,Jordan,2010,0,0,0,0,0,0,0,0,-0.25897900514361966,1,1,1,3,1,1
191,8887,0610,JOR,Jordan,2011,0,0,0,1,0,3,0,13,-0.18507631249614281,1,1,1,3,1,1
192,8888,0610,JOR,Jordan,2012,0,1,0,1,0,1,0,8,-0.2113574976481616,1,1,1,3,1,1
193,8889,0610,JOR,Jordan,2013,0,0,0,0,0,3,0,4,-0.22118666089501662,1,1,1,3,1,1
194,8890,0610,JOR,Jordan,2014,0,0,0,0,1,1,0,3,-0.234327253471026,1,1,1,3,1,1
195,8891,0610,JOR,Jordan,2015,0,0,0,0,0,0,0,0,-0.25897900514361966,1,1,1,3,1,1
196,8892,0610,JOR,Jordan,2016,0,0,1,0,0,3,0,5,-0.18507631249614281,1,1,1,3,1,1
197,8893,0610,JOR,Jordan,2017,0,0,0,0,0,0,0,1,-0.2556938569996173,1,1,1,3,1,1
198,8894,0610,JOR,Jordan,2018,0,1,2,1,0,4,0,9,-0.11771763495151868,1,1,1,3,1,1
199,8895,0610,JOR,Jordan,2019,0,1,0,0,0,1,0,4,-0.23106838651217568,1,1,1,3,1,1
200,8907,0615,KAZ,Kazakhstan,2000,0,0,1,0,0,0,1,0,-0.17685030154356093,1,2,2,1,1,1
201,8908,0615,KAZ,Kazakhstan,2001,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
202,8909,0615,KAZ,Kazakhstan,2002,1,0,0,0,0,0,0,0,-0.25077927537618977,1,2,2,1,1,1
203,8910,0615,KAZ,Kazakhstan,2003,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
204,8911,0615,KAZ,Kazakhstan,2004,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
205,8912,0615,KAZ,Kazakhstan,2005,1,0,0,0,0,0,0,0,-0.25077927537618977,1,2,2,1,1,1
206,8913,0615,KAZ,Kazakhstan,2006,1,0,0,1,0,1,0,1,-0.23269781999160086,1,2,2,1,1,1
207,8914,0615,KAZ,Kazakhstan,2007,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
208,8915,0615,KAZ,Kazakhstan,2008,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
209,8916,0615,KAZ,Kazakhstan,2009,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
210,8917,0615,KAZ,Kazakhstan,2010,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
211,8918,0615,KAZ,Kazakhstan,2011,0,0,0,0,0,2,0,1,-0.23926811627960554,1,2,2,1,1,1
212,8919,0615,KAZ,Kazakhstan,2012,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
213,8920,0615,KAZ,Kazakhstan,2013,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
214,8921,0615,KAZ,Kazakhstan,2014,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
215,8922,0615,KAZ,Kazakhstan,2015,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
216,8923,0615,KAZ,Kazakhstan,2016,0,0,2,0,0,0,0,4,-0.1801354496875633,1,2,2,1,1,1
217,8924,0615,KAZ,Kazakhstan,2017,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
218,8925,0615,KAZ,Kazakhstan,2018,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
219,8926,0615,KAZ,Kazakhstan,2019,0,1,0,1,0,1,0,4,-0.224498090224171,1,2,2,1,1,1
220,9228,0640,KWT,Kuwait,2000,0,0,0,0,0,0,0,0,-0.25897900514361966,1,1,1,3,1,1
221,9229,0640,KWT,Kuwait,2001,0,0,0,0,0,0,0,0,-0.25897900514361966,1,1,1,3,1,1
222,9230,0640,KWT,Kuwait,2002,0,0,0,0,0,0,0,0,-0.25897900514361966,1,1,1,3,1,1
223,9231,0640,KWT,Kuwait,2003,0,0,0,0,0,0,0,0,-0.25897900514361966,1,1,1,3,1,1
224,9232,0640,KWT,Kuwait,2004,0,0,0,0,0,0,0,0,-0.25897900514361966,1,1,1,3,1,1
225,9233,0640,KWT,Kuwait,2005,0,0,0,0,0,0,0,0,-0.25897900514361966,1,1,1,3,1,1
226,9234,0640,KWT,Kuwait,2006,0,0,0,0,0,0,0,0,-0.25897900514361966,1,1,1,3,1,1
227,9235,0640,KWT,Kuwait,2007,0,0,0,0,0,0,0,0,-0.25897900514361966,1,1,1,3,1,1
228,9236,0640,KWT,Kuwait,2008,0,0,0,0,0,0,0,0,-0.25897900514361966,1,1,1,3,1,1
229,9237,0640,KWT,Kuwait,2009,0,0,0,1,0,0,0,0,-0.25240870885561495,1,1,1,3,1,1
230,9238,0640,KWT,Kuwait,2010,0,0,0,0,0,0,0,0,-0.25897900514361966,1,1,1,3,1,1
231,9239,0640,KWT,Kuwait,2011,0,1,0,0,0,0,1,2,-0.19656119040757503,1,1,1,3,1,1
232,9240,0640,KWT,Kuwait,2012,0,0,0,2,0,3,0,3,-0.2113574976481616,1,1,1,3,1,1
233,9241,0640,KWT,Kuwait,2013,0,0,0,0,1,0,0,1,-0.2491235607116126,1,1,1,3,1,1
234,9242,0640,KWT,Kuwait,2014,0,0,0,0,0,1,0,2,-0.2442089790881851,1,1,1,3,1,1
235,9243,0640,KWT,Kuwait,2015,0,0,1,0,0,1,0,1,-0.21461636460701192,1,1,1,3,1,1
