,index,Country Code,World Bank Code,Country,Year,Assassinations,General Strikes,Guerrilla Warfare,Government Crises,Purges,Riots,Revolutions,Anti-Government Demonstrations,Weighted Conflict Index,Type of Regime,Head of State,Effective Executive (Type),Effective Executive (Selection),Degree of Parliamentary Responsibility,Legislative Effectiveness
508,15278,1115,TJK,Tajikistan,2008,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
509,15279,1115,TJK,Tajikistan,2009,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
510,15280,1115,TJK,Tajikistan,2010,0,0,1,0,0,0,0,0,-0.22612752370359615,1,2,2,1,1,1
511,15281,1115,TJK,Tajikistan,2011,0,0,1,0,0,0,0,0,-0.22612752370359615,1,2,2,1,1,1
512,15282,1115,TJK,Tajikistan,2012,0,0,1,0,0,0,0,0,-0.22612752370359615,1,2,2,1,1,1
513,15283,1115,TJK,Tajikistan,2013,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
514,15284,1115,TJK,Tajikistan,2014,0,0,0,0,0,1,0,1,-0.24746784604703542,1,2,2,1,1,1
515,15285,1115,TJK,Tajikistan,2015,1,0,1,0,1,0,0,0,-0.2113574976481616,1,2,2,1,1,1
516,15286,1115,TJK,Tajikistan,2016,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
517,15287,1115,TJK,Tajikistan,2017,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
518,15288,1115,TJK,Tajikistan,2018,0,0,2,0,0,0,0,1,-0.18999089411957032,1,2,2,1,1,1
519,15289,1115,TJK,Tajikistan,2019,0,0,0,0,1,1,0,0,-0.2442089790881851,1,2,2,1,1,1
520,15734,1160,TUN,Tunisia,2000,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,2
521,15735,1160,TUN,Tunisia,2001,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,2
522,15736,1160,TUN,Tunisia,2002,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,2
523,15737,1160,TUN,Tunisia,2003,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,2
524,15738,1160,TUN,Tunisia,2004,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,2
525,15739,1160,TUN,Tunisia,2005,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,2
526,15740,1160,TUN,Tunisia,2006,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,2
527,15741,1160,TUN,Tunisia,2007,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,2
528,15742,1160,TUN,Tunisia,2008,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,2
529,15743,1160,TUN,Tunisia,2009,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,2
530,15744,1160,TUN,Tunisia,2010,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,2
531,15745,1160,TUN,Tunisia,2011,0,2,0,0,1,13,1,16,-0.030648068542880453,1,2,2,1,2,2
532,15746,1160,TUN,Tunisia,2012,0,0,0,0,0,4,0,4,-0.21298693112758676,1,2,2,1,2,2
533,15747,1160,TUN,Tunisia,2013,2,2,2,2,2,2,0,8,-0.09472159794350224,1,2,2,1,2,2
534,15748,1160,TUN,Tunisia,2014,2,0,12,1,0,2,0,2,0.18123084615269497,1,2,2,1,2,2
535,15749,1160,TUN,Tunisia,2015,2,1,6,0,0,0,0,2,-0.03230378320745764,1,2,2,1,2,2
536,15750,1160,TUN,Tunisia,2016,0,0,3,1,0,3,0,9,-0.09966246075208178,1,2,2,1,2,2
537,15751,1160,TUN,Tunisia,2017,0,2,2,0,0,3,0,2,-0.14891340172696496,1,2,2,1,2,2
538,15752,1160,TUN,Tunisia,2018,0,2,3,0,0,5,0,8,-0.07995157188806769,1,2,2,1,2,2
539,15753,1160,TUN,Tunisia,2019,0,4,6,0,0,1,0,6,-0.007678312720016038,1,2,2,1,2,2
540,15961,1172,TKM,Turkmenistan,2000,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
541,15962,1172,TKM,Turkmenistan,2001,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
542,15963,1172,TKM,Turkmenistan,2002,1,0,0,0,0,0,0,0,-0.25077927537618977,1,2,2,1,1,1
543,15964,1172,TKM,Turkmenistan,2003,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
544,15965,1172,TKM,Turkmenistan,2004,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
545,15966,1172,TKM,Turkmenistan,2005,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
546,15967,1172,TKM,Turkmenistan,2006,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
547,15968,1172,TKM,Turkmenistan,2007,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,0,1
548,15969,1172,TKM,Turkmenistan,2008,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,0,1
549,15970,1172,TKM,Turkmenistan,2009,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,0,1
550,15971,1172,TKM,Turkmenistan,2010,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,0,1
551,15972,1172,TKM,Turkmenistan,2011,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,0,1
552,15973,1172,TKM,Turkmenistan,2012,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,0,1
553,15974,1172,TKM,Turkmenistan,2013,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,0,1
554,15975,1172,TKM,Turkmenistan,2014,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,0,1
555,15976,1172,TKM,Turkmenistan,2015,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,0,1
556,15977,1172,TKM,Turkmenistan,2016,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,0,1
557,15978,1172,TKM,Turkmenistan,2017,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,0,1
558,15979,1172,TKM,Turkmenistan,2018,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,0,1
559,15980,1172,TKM,Turkmenistan,2019,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,0,1
560,16147,1185,ARE,United Arab Emirates,2000,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,3,1,1
561,16148,1185,ARE,United Arab Emirates,2001,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,3,1,1
562,16149,1185,ARE,United Arab Emirates,2002,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,3,1,1
563,16150,1185,ARE,United Arab Emirates,2003,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,3,1,1
564,16151,1185,ARE,United Arab Emirates,2004,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,3,1,1
565,16152,1185,ARE,United Arab Emirates,2005,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,3,1,1
566,16153,1185,ARE,United Arab Emirates,2006,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,3,1,1
567,16154,1185,ARE,United Arab Emirates,2007,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,3,1,1
568,16155,1185,ARE,United Arab Emirates,2008,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,3,1,1
569,16156,1185,ARE,United Arab Emirates,2009,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,3,1,1
570,16157,1185,ARE,United Arab Emirates,2010,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,3,1,1
571,16158,1185,ARE,United Arab Emirates,2011,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,3,1,1
572,16159,1185,ARE,United Arab Emirates,2012,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,3,1,1
573,16160,1185,ARE,United Arab Emirates,2013,0,0,0,0,0,0,1,0,-0.2097017829835844,1,2,2,3,1,1
574,16161,1185,ARE,United Arab Emirates,2014,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,3,1,1
575,16162,1185,ARE,United Arab Emirates,2015,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,3,1,1
576,16163,1185,ARE,United Arab Emirates,2016,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,3,1,1
577,16164,1185,ARE,United Arab Emirates,2017,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,3,1,1
578,16165,1185,ARE,United Arab Emirates,2018,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,3,1,1
579,16166,1185,ARE,United Arab Emirates,2019,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,3,1,1
580,16383,1200,EGY,Egypt,2000,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
581,16384,1200,EGY,Egypt,2001,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
582,16385,1200,EGY,Egypt,2002,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
583,16386,1200,EGY,Egypt,2003,0,0,0,0,0,0,0,1,-0.2556938569996173,1,2,2,1,1,1
584,16387,1200,EGY,Egypt,2004,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
585,16388,1200,EGY,Egypt,2005,0,0,0,0,0,2,0,2,-0.2359829681356032,1,2,2,1,1,1
586,16389,1200,EGY,Egypt,2006,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
587,16390,1200,EGY,Egypt,2007,0,0,0,0,0,0,0,1,-0.2556938569996173,1,2,2,1,1,1
588,16391,1200,EGY,Egypt,2008,0,1,0,0,0,0,0,1,-0.2491235607116126,1,2,2,1,1,1
589,16392,1200,EGY,Egypt,2009,0,0,0,0,0,1,0,1,-0.24749412723218742,1,2,2,1,1,1
590,16393,1200,EGY,Egypt,2010,0,0,0,0,0,2,0,4,-0.2294126718475985,1,2,2,1,1,1
591,16394,1200,EGY,Egypt,2011,1,1,0,0,2,27,1,46,0.191086290584702,2,3,4,1,1,1
592,16395,1200,EGY,Egypt,2012,0,0,0,0,0,9,1,25,-0.04544437578346703,1,2,2,1,1,1
593,16396,1200,EGY,Egypt,2013,1,2,12,1,2,25,1,24,0.5097456605529298,2,2,4,3,0,0
594,16397,1200,EGY,Egypt,2014,0,0,31,1,1,24,0,12,1.0090881784412866,1,2,2,1,1,2
595,16398,1200,EGY,Egypt,2015,0,1,44,1,1,5,0,5,1.2637003001940446,1,2,2,1,1,2
596,16399,1200,EGY,Egypt,2016,0,0,43,0,0,5,0,9,1.2242785224660164,1,2,2,1,1,2
597,16400,1200,EGY,Egypt,2017,0,0,46,0,0,3,0,1,1.2800997597289043,1,2,2,1,1,2
598,16401,1200,EGY,Egypt,2018,0,0,38,0,1,1,0,0,1.004147315632707,1,2,2,1,1,2
599,16402,1200,EGY,Egypt,2019,0,0,39,0,1,2,0,2,1.0517951043133171,1,2,2,1,1,2
600,17306,1241,UZB,Uzbekistan,2000,0,0,1,0,0,0,1,0,-0.17685030154356093,1,2,2,1,1,1
601,17307,1241,UZB,Uzbekistan,2001,0,0,0,0,0,0,1,0,-0.2097017829835844,1,2,2,1,1,1
602,17308,1241,UZB,Uzbekistan,2002,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
603,17309,1241,UZB,Uzbekistan,2003,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
604,17310,1241,UZB,Uzbekistan,2004,0,0,1,0,0,0,0,1,-0.2228423755595938,1,2,2,1,1,1
605,17311,1241,UZB,Uzbekistan,2005,0,0,0,0,0,2,1,1,-0.18999089411957032,1,2,2,1,1,1
606,17312,1241,UZB,Uzbekistan,2006,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
607,17313,1241,UZB,Uzbekistan,2007,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
608,17314,1241,UZB,Uzbekistan,2008,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
609,17315,1241,UZB,Uzbekistan,2009,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
610,17316,1241,UZB,Uzbekistan,2010,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
611,17317,1241,UZB,Uzbekistan,2011,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
612,17318,1241,UZB,Uzbekistan,2012,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
613,17319,1241,UZB,Uzbekistan,2013,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
614,17320,1241,UZB,Uzbekistan,2014,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
615,17321,1241,UZB,Uzbekistan,2015,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
616,17322,1241,UZB,Uzbekistan,2016,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
617,17323,1241,UZB,Uzbekistan,2017,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
618,17324,1241,UZB,Uzbekistan,2018,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
619,17325,1241,UZB,Uzbekistan,2019,0,0,0,0,0,0,0,3,-0.2491235607116126,1,2,2,1,1,1
620,17836,1285,YEM,Yemen Republic,2000,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
621,17837,1285,YEM,Yemen Republic,2001,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
622,17838,1285,YEM,Yemen Republic,2002,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
623,17839,1285,YEM,Yemen Republic,2003,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
624,17840,1285,YEM,Yemen Republic,2004,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
625,17841,1285,YEM,Yemen Republic,2005,0,0,0,0,0,1,0,0,-0.25077927537618977,1,2,2,1,1,1
626,17842,1285,YEM,Yemen Republic,2006,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
627,17843,1285,YEM,Yemen Republic,2007,0,0,0,0,0,0,0,0,-0.25897900514361966,1,2,2,1,1,1
628,17844,1285,YEM,Yemen Republic,2008,0,0,0,0,0,1,0,1,-0.24749412723218742,1,2,2,1,1,1
629,17845,1285,YEM,Yemen Republic,2009,0,0,0,0,0,0,3,1,-0.10786219051951164,1,2,2,1,1,1
630,17846,1285,YEM,Yemen Republic,2010,0,0,1,0,0,0,1,0,-0.17685030154356093,1,2,2,1,1,1
631,17847,1285,YEM,Yemen Republic,2011,2,2,1,0,1,23,1,55,0.228852353648153,1,2,2,1,1,1
632,17848,1285,YEM,Yemen Republic,2012,2,0,3,0,0,0,0,1,-0.1407136719595351,1,2,2,1,1,1
633,17849,1285,YEM,Yemen Republic,2013,0,0,6,0,0,0,0,3,-0.05201467207147172,1,2,2,1,1,1
634,17850,1285,YEM,Yemen,2014,4,0,51,1,0,4,0,8,1.5150009926176482,1,2,2,1,1,1
635,17851,1285,YEM,Yemen,2015,2,0,29,0,0,2,1,4,0.7889832527931293,1,2,2,1,0,0
636,17852,1285,YEM,Yemen,2016,0,0,32,0,0,0,0,1,0.795553549081134,1,2,2,1,1,1
637,17853,1285,YEM,Yemen,2017,1,0,21,0,0,0,0,1,0.4424132641934576,1,2,2,1,1,1
638,17854,1285,YEM,Yemen,2018,0,0,14,0,0,0,1,2,0.25678925346474896,1,2,2,1,1,1
639,17855,1285,YEM,Yemen,2019,0,0,69,0,0,0,0,0,2.0077732142180005,1,2,2,1,1,1
